Ref	Pos	Value	ReadCount	x	y
JN555585+	9264	0.000143973436662743	21	148	7.26302908996723e-15
JN555585+	9265	0.000295911937215551	22	149	7.26302908996723e-15
JN555585+	9266	0.00058207466869502	6	150	1.34099266280969e-14
JN555585+	9267	0.000973163735050187	34	151	1.34099266280969e-14
JN555585+	9268	0.00179650913790352	16	152	1.34099266280969e-14
JN555585+	9269	0.00288980385316685	20	153	1.34099266280969e-14
JN555585+	9270	0.00502172854793247	24	154	1.34099266280969e-14
JN555585+	9271	0.00546987019413605	3	155	1.34099266280969e-14
JN555585+	9272	0.00546987019413605	31.5	156	1.34099266280969e-14
JN555585+	9273	0.00905977836332612	22.25	157	1.34099266280969e-14
JN555585+	9274	0.0145294683148704	2	158	1.34099266280969e-14
JN555585+	9275	0.0145294683148704	13.1999998092651	159	1.34099266280969e-14
JN555585+	9276	0.0145294683148704	17	160	1.34099266280969e-14
JN555585+	9277	0.0096875949654302	5	161	1.34099266280969e-14
JN555585+	9278	0.00635316281660185	17	162	1.34099266280969e-14
JN555585+	9279	0.00409786347079038	12	163	1.34099266280969e-14
JN555585+	9280	0.00409786347079038	14	164	1.34099266280969e-14
JN555585+	9281	0.00259954936183981	8	165	1.34099266280969e-14
JN555585+	9282	0.00179650913790352	17	166	1.34099266280969e-14
JN555585+	9283	0.00259954936183981	37	167	1.34099266280969e-14
JN555585+	9284	0.00439217517076205	18	168	1.34099266280969e-14
JN555585+	9285	0.00764280330427389	52	169	1.34099266280969e-14
JN555585+	9286	0.00807201236207621	9	170	1.34099266280969e-14
JN555585+	9287	0.017002566478919	18	171	1.34099266280969e-14
JN555585+	9288	0.0258216910251425	17	172	1.34099266280969e-14
JN555585+	9289	0.0177598437208086	10	173	1.34099266280969e-14
JN555585+	9290	0.0177598437208086	16	174	1.34099266280969e-14
JN555585+	9291	0.0120117295487477	16	175	1.34099266280969e-14
JN555585+	9292	0.00798804962830233	8	176	1.34099266280969e-14
JN555585+	9293	0.00798804962830233	20	177	1.34099266280969e-14
JN555585+	9294	0.0125310965576003	44	178	1.34099266280969e-14
JN555585+	9295	0.0130207220051966	6	179	1.34099266280969e-14
JN555585+	9296	0.0191554408485982	26	180	1.34099266280969e-14
JN555585+	9297	0.0405340065149976	43	181	1.34099266280969e-14
JN555585+	9298	0.0579127115083314	11	182	1.34099266280969e-14
JN555585+	9299	0.0793257587322548	22	183	1.34099266280969e-14
JN555585+	9478	0.0891946730309642	16	184	1.34099266280969e-14
JN555585+	9479	0.0891946730309642	19	185	1.34099266280969e-14
JN555585+	9480	0.0443871981320997	16	186	1.34099266280969e-14
JN555585+	9481	0.0443871981320997	8	187	1.34099266280969e-14
JN555585+	9482	0.0294901675163758	17	188	1.34099266280969e-14
JN555585+	9483	0.0443871981320997	102	189	1.94458282196644e-14
JN555585+	9484	0.0648706152287339	24	190	1.94458282196644e-14
JN555585+	9485	0.0891946730309642	31	191	1.94458282196644e-14
JN555585+	9487	0.0891946730309642	16	192	1.94458282196644e-14
JN555585+	9488	0.0341438023147758	13	193	1.94458282196644e-14
JN555585+	9489	0.0341438023147758	17	194	1.94458282196644e-14
JN555585+	9490	0.0225992572306153	4	195	1.94458282196644e-14
JN555585+	9491	0.0225992572306153	19	196	3.53934129036535e-14
JN555585+	9492	0.0225992572306153	18	197	3.53934129036535e-14
JN555585+	9493	0.0145294683148704	5	198	3.53934129036535e-14
JN555585+	9494	0.00905977836332612	12	199	3.53934129036535e-14
JN555585+	9495	0.00842013603164844	27	200	3.53934129036535e-14
JN555585+	9496	0.00842013603164844	7	201	3.53934129036535e-14
JN555585+	9497	0.00842013603164844	6	202	3.53934129036535e-14
JN555585+	9498	0.00842013603164844	17	203	3.53934129036535e-14
JN555585+	9499	0.00842013603164844	6	204	3.53934129036535e-14
JN555585+	9500	0.00842013603164844	16	205	3.53934129036535e-14
JN555585+	9501	0.00842013603164844	7	206	3.53934129036535e-14
JN555585+	9502	0.00842013603164844	8	207	3.53934129036535e-14
JN555585+	9503	0.0127503649221938	32	208	3.53934129036535e-14
JN555585+	9504	0.0143249936096624	9	209	3.53934129036535e-14
JN555585+	9505	0.0143249936096624	7	210	3.53934129036535e-14
JN555585+	9506	0.0294901675163758	20	211	3.53934129036535e-14
JN555585+	9507	0.0443871981320997	7	212	3.53934129036535e-14
JN555585+	9508	0.0623101880916492	30	213	3.53934129036535e-14
JN555585+	9509	0.0891946730309642	6	214	3.53934129036535e-14
JN555585+	9510	0.0891946730309642	11	215	3.53934129036535e-14
JN555585+	9511	0.0648706152287339	19	216	3.53934129036535e-14
JN555585+	9649	0.0793257587322548	20	217	3.53934129036535e-14
JN555585+	9650	0.0977252500182642	14	218	3.53934129036535e-14
JN555585+	9651	0.0518864433252704	29	219	3.53934129036535e-14
JN555585+	9652	0.0501778927094594	3	220	3.53934129036535e-14
JN555585+	9653	0.0341438023147758	16	221	3.53934129036535e-14
JN555585+	9654	0.0145294683148704	5	222	3.53934129036535e-14
JN555585+	9655	0.0225992572306153	31	223	3.53934129036535e-14
JN555585+	9656	0.00905977836332612	15	224	3.53934129036535e-14
JN555585+	9657	0.00905977836332612	22	225	3.53934129036535e-14
JN555585+	9658	0.00591470664118643	13	226	3.53934129036535e-14
JN555585+	9659	0.00219726726980326	14	227	3.53934129036535e-14
JN555585+	9660	0.00349542070108047	37	228	3.53934129036535e-14
JN555585+	9661	0.00219726726980326	19	229	3.53934129036535e-14
JN555585+	9662	0.00199583880762101	40	230	3.53934129036535e-14
JN555585+	9663	0.00199583880762101	14	231	3.53934129036535e-14
JN555585+	9664	0.00199583880762101	10	232	3.53934129036535e-14
JN555585+	9665	0.00109885529388997	32	233	3.53934129036535e-14
JN555585+	9666	0.00319181682592935	28	234	3.53934129036535e-14
JN555585+	9667	0.00842013603164844	28	235	3.53934129036535e-14
JN555585+	9668	0.00905977836332612	6	236	3.53934129036535e-14
JN555585+	9669	0.00905977836332612	24	237	3.53934129036535e-14
JN555585+	9670	0.0096875949654302	20	238	3.53934129036535e-14
JN555585+	9671	0.0096875949654302	6	239	3.53934129036535e-14
JN555585+	9672	0.00591470664118643	10	240	3.53934129036535e-14
JN555585+	9673	0.00349542070108047	9	241	3.53934129036535e-14
JN555585+	9674	0.00349542070108047	11	242	3.53934129036535e-14
JN555585+	9675	0.00349542070108047	16	243	3.53934129036535e-14
JN555585+	9676	0.00199583880762101	11	244	3.53934129036535e-14
JN555585+	9677	0.00160102860132983	5	245	3.53934129036535e-14
JN555585+	9678	0.000506093529647048	9	246	3.53934129036535e-14
JN555585+	9679	0.000851862499652113	28	247	3.53934129036535e-14
JN555585+	9680	0.000973163735050187	17	248	3.53934129036535e-14
JN555585+	9681	0.00058207466869502	12	249	4.10028219609641e-14
JN555585+	9682	0.00058207466869502	10	250	4.10028219609641e-14
JN555585+	9683	0.00058207466869502	6	251	5.14686403521263e-14
JN555585+	9684	0.00058207466869502	13	252	5.14686403521263e-14
JN555585+	9685	0.000295911937215551	32	253	5.14686403521263e-14
JN555585+	9686	0.000973163735050187	24	254	5.14686403521263e-14
JN555585+	9687	0.00179650913790352	12	255	5.14686403521263e-14
JN555585+	9688	0.00179650913790352	5	256	5.14686403521263e-14
JN555585+	9689	0.00179650913790352	6	257	5.14686403521263e-14
JN555585+	9690	0.000973163735050187	14	258	7.83230243078389e-14
JN555585+	9691	0.000973163735050187	25	259	9.24795627482693e-14
JN555585+	9692	0.00288980385316685	34	260	9.24795627482693e-14
JN555585+	9693	0.00842013603164844	42	261	9.24795627482693e-14
JN555585+	9694	0.00842013603164844	7	262	9.24795627482693e-14
JN555585+	9695	0.00842013603164844	16	263	9.24795627482693e-14
JN555585+	9696	0.00546987019413605	15	264	9.24795627482693e-14
JN555585+	9697	0.00349542070108047	22	265	9.24795627482693e-14
JN555585+	9698	0.00349542070108047	29	266	9.24795627482693e-14
JN555585+	9699	0.00905977836332612	25	267	9.24795627482693e-14
JN555585+	9700	0.0145294683148704	4	268	9.24795627482693e-14
JN555585+	9701	0.0096875949654302	8	269	9.24795627482693e-14
JN555585+	9702	0.0096875949654302	6	270	9.24795627482693e-14
JN555585+	9703	0.0096875949654302	13	271	9.24795627482693e-14
JN555585+	9704	0.0096875949654302	23	272	9.24795627482693e-14
JN555585+	9705	0.0096875949654302	4	273	9.24795627482693e-14
JN555585+	9706	0.0096875949654302	8	274	9.24795627482693e-14
JN555585+	9707	0.00502172854793247	2	275	9.24795627482693e-14
JN555585+	9708	0.00319181682592935	4	276	9.24795627482693e-14
JN555585+	9709	0.00199583880762101	3	277	9.24795627482693e-14
JN555585+	9710	0.00259186118741961	11	278	9.24795627482693e-14
JN555585+	9711	0.00122776027682468	11	279	9.24795627482693e-14
JN555585+	9712	0.00122776027682468	9	280	9.24795627482693e-14
JN555585+	9713	0.00122776027682468	20	281	9.24795627482693e-14
JN555585+	9714	0.00122776027682468	6	282	9.24795627482693e-14
JN555585+	9715	0.00160102860132983	13	283	9.24795627482693e-14
JN555585+	9716	0.000973163735050187	21	284	9.24795627482693e-14
JN555585+	9717	0.000442329598842768	20	285	9.24795627482693e-14
JN555585+	9718	0.00058207466869502	25	286	9.24795627482693e-14
JN555585+	9719	0.000219511360179848	13	287	9.24795627482693e-14
JN555585+	9720	9.64317560234221e-05	20	288	9.24795627482693e-14
JN555585+	9721	0.000295911937215551	17	289	9.24795627482693e-14
JN555585+	9722	0.000295911937215551	36	290	9.24795627482693e-14
JN555585+	9723	0.000295911937215551	17	291	9.24795627482693e-14
JN555585+	9724	0.000170279518517298	16	292	9.24795627482693e-14
JN555585+	9725	0.000170279518517298	29	293	9.24795627482693e-14
JN555585+	9726	0.000198411999467355	20	294	9.24795627482693e-14
JN555585+	9727	6.68300584580697e-05	26	295	9.24795627482693e-14
JN555585+	9728	6.68300584580697e-05	36	296	9.24795627482693e-14
JN555585+	9729	0.000143973436662743	10	297	9.24795627482693e-14
JN555585+	9730	0.000143973436662743	8	298	9.24795627482693e-14
JN555585+	9731	6.68300584580697e-05	13	299	9.24795627482693e-14
JN555585+	9732	6.68300584580697e-05	22	300	9.24795627482693e-14
JN555585+	9733	5.41005170583601e-05	29	301	9.24795627482693e-14
JN555585+	9734	0.000211177029368249	38	302	9.24795627482693e-14
JN555585+	9735	0.000251974166149292	10	303	9.24795627482693e-14
JN555585+	9736	0.000119728374941274	17	304	9.24795627482693e-14
JN555585+	9737	0.000211177029368249	33	305	9.24795627482693e-14
JN555585+	9738	0.00043408312453406	20	306	9.24795627482693e-14
JN555585+	9739	0.00109885529388997	105	307	9.24795627482693e-14
JN555585+	9740	0.00319181682592935	28	308	9.24795627482693e-14
JN555585+	9741	0.00349542070108047	22	309	9.24795627482693e-14
JN555585+	9742	0.00349542070108047	13	310	9.24795627482693e-14
JN555585+	9743	0.00349542070108047	78	311	9.24795627482693e-14
JN555585+	9744	0.00905977836332612	13	312	9.24795627482693e-14
JN555585+	9745	0.00349542070108047	59	313	9.24795627482693e-14
JN555585+	9746	0.00591470664118643	26	314	1.34700182804379e-13
JN555585+	9747	0.00591470664118643	26	315	1.34700182804379e-13
JN555585+	9748	0.00905977836332612	29	316	1.34700182804379e-13
JN555585+	9749	0.0518864433252704	60	317	1.34700182804379e-13
JN555585+	9888	0.0738900432969153	17	318	1.34700182804379e-13
JN555585+	9889	0.053571522571456	26	319	1.34700182804379e-13
JN555585+	9890	0.0162094941814852	7	320	1.34700182804379e-13
JN555585+	9891	0.00678234291599158	19	321	1.34700182804379e-13
JN555585+	9892	0.00409786347079038	11	322	1.34700182804379e-13
JN555585+	9893	0.00259954936183981	21	323	1.63789995109409e-13
JN555585+	9894	0.00259954936183981	13	324	1.63789995109409e-13
JN555585+	9895	0.00409786347079038	7	325	2.07278132050955e-13
JN555585+	9896	0.00635316281660185	35	326	2.20460998101012e-13
JN555585+	9897	0.00239906656095716	20	327	2.20460998101012e-13
JN555585+	9898	0.00149040774872145	18	328	2.20460998101012e-13
JN555585+	9899	0.00199583880762101	12	329	2.20460998101012e-13
JN555585+	9900	0.00122776027682468	24	330	2.20460998101012e-13
JN555585+	9901	0.00109885529388997	9	331	2.20460998101012e-13
JN555585+	9902	0.000661302360362476	5	332	2.20460998101012e-13
JN555585+	9903	0.000252313905303481	15	333	2.39272519491533e-13
JN555585+	9904	0.000973163735050187	24	334	2.39272519491533e-13
JN555585+	9905	0.000973163735050187	16	335	2.39272519491533e-13
JN555585+	9906	0.000973163735050187	7	336	2.39272519491533e-13
JN555585+	9907	0.000973163735050187	8	337	2.39272519491533e-13
JN555585+	9908	0.000973163735050187	14	338	2.39272519491533e-13
JN555585+	9909	0.000295911937215551	30	339	2.39272519491533e-13
JN555585+	9910	0.000143973436662743	71	340	2.39272519491533e-13
JN555585+	9911	0.000506093529647048	94	341	2.39272519491533e-13
JN555585+	9912	0.000252313905303481	26	342	2.39272519491533e-13
JN555585+	9913	0.000661302360362476	87	343	2.39272519491533e-13
JN555585+	9914	0.00122776027682468	25	344	2.39272519491533e-13
JN555585+	9915	0.00122776027682468	11	345	2.39272519491533e-13
JN555585+	9916	0.000826387847471787	52	346	2.39272519491533e-13
JN555585+	9917	0.00149040774872145	10	347	2.39272519491533e-13
JN555585+	9918	0.00149040774872145	19	348	2.39272519491533e-13
JN555585+	9919	0.00122776027682468	12	349	2.39272519491533e-13
JN555585+	9920	0.000661302360362476	22	350	2.39272519491533e-13
JN555585+	9921	0.000219511360179848	29	351	2.39272519491533e-13
JN555585+	9922	0.000219511360179848	16	352	2.39272519491533e-13
JN555585+	9923	0.000170279518517298	20	353	2.39272519491533e-13
JN555585+	9924	8.09745461896043e-05	25	354	2.39272519491533e-13
JN555585+	9925	8.09745461896043e-05	17	355	2.39272519491533e-13
JN555585+	9926	1.21111019765047e-05	13	356	2.39272519491533e-13
JN555585+	9927	8.36616109188989e-06	26	357	2.39272519491533e-13
JN555585+	9928	6.45703741691513e-06	52	358	2.39272519491533e-13
JN555585+	9929	7.40050125292835e-06	39	359	2.39272519491533e-13
JN555585+	9930	2.94900703522746e-05	10	360	2.39272519491533e-13
JN555585+	9931	8.36616109188989e-06	56	361	2.39272519491533e-13
JN555585+	9932	3.67253255001507e-05	43	362	2.39272519491533e-13
JN555585+	9933	8.09745461896043e-05	9	363	2.39272519491533e-13
JN555585+	9934	8.09745461896043e-05	29	364	2.39272519491533e-13
JN555585+	9935	8.09745461896043e-05	15	365	2.39272519491533e-13
JN555585+	9936	0.000211177029368249	11	366	2.39272519491533e-13
JN555585+	9937	6.68300584580697e-05	42	367	2.39272519491533e-13
JN555585+	9938	0.000143973436662743	22	368	2.39272519491533e-13
JN555585+	9939	0.000251974166149292	36	369	2.39272519491533e-13
JN555585+	9940	0.00043408312453406	35	370	2.39272519491533e-13
JN555585+	9941	0.000251974166149292	23	371	2.39272519491533e-13
JN555585+	9942	0.000119728374941274	45	372	2.39272519491533e-13
JN555585+	9943	0.000251974166149292	37	373	2.39272519491533e-13
JN555585+	9944	0.00043408312453406	18	374	2.39272519491533e-13
JN555585+	9945	0.000251974166149292	10	375	2.39272519491533e-13
JN555585+	9946	0.000251974166149292	15	376	2.39272519491533e-13
JN555585+	9947	0.000251974166149292	53	377	2.39272519491533e-13
JN555585+	9948	0.000851862499652113	59	378	2.39272519491533e-13
JN555585+	9949	0.00109885529388997	85	379	2.39272519491533e-13
JN555585+	9950	0.00199583880762101	27	380	2.39272519491533e-13
JN555585+	9951	0.00122776027682468	29	381	2.39272519491533e-13
JN555585+	9952	0.00199583880762101	66	382	2.39272519491533e-13
JN555585+	9953	0.00349542070108047	27	383	2.39272519491533e-13
JN555585+	9954	0.00349542070108047	79	384	2.39272519491533e-13
JN555585+	9955	0.00591470664118643	53	385	2.39272519491533e-13
JN555585+	9956	0.00257844370864943	26	386	2.39272519491533e-13
JN555585+	9957	0.00257844370864943	38	387	2.81376009508207e-13
JN555585+	9958	0.00409786347079038	18	388	3.48658092330384e-13
JN555585+	9959	0.00259954936183981	35	389	3.48658092330384e-13
JN555585+	9960	0.00409786347079038	51	390	3.48658092330384e-13
JN555585+	9961	0.00678234291599158	56	391	3.48658092330384e-13
JN555585+	9962	0.0162094941814852	58	392	3.48658092330384e-13
JN555585+	9963	0.0258216910251425	37	393	3.48658092330384e-13
JN555585+	9964	0.0382023850996475	27	394	3.48658092330384e-13
JN555585+	9965	0.0369216236436772	33	395	3.48658092330384e-13
JN555585+	9966	0.0177598437208086	20	396	3.48658092330384e-13
JN555585+	9967	0.0178452057949311	37	397	3.48658092330384e-13
JN555585+	9968	0.0369216236436772	23	398	3.48658092330384e-13
JN555585+	9969	0.0369216236436772	10	399	3.48658092330384e-13
JN555585+	9970	0.0382023850996475	57	400	3.48658092330384e-13
JN555585+	9971	0.0551203503787017	9	401	3.48658092330384e-13
JN555585+	9972	0.0758302733926836	39	402	3.48658092330384e-13
JN555585+	9974	0.0776423916564219	5	403	3.48658092330384e-13
JN555585+	10125	0.0947494870913791	8	404	3.48658092330384e-13
JN555585+	10126	0.0414158250455988	12	405	3.48658092330384e-13
JN555585+	10127	0.0257772191336359	27	406	3.48658092330384e-13
JN555585+	10128	0.00667361336467789	8	407	3.48658092330384e-13
JN555585+	10129	0.00869380057552098	22	408	3.48658092330384e-13
JN555585+	10130	0.0135556147442558	68	409	3.48658092330384e-13
JN555585+	10131	0.00390187103585847	21	410	3.48658092330384e-13
JN555585+	10132	0.00390187103585847	55	411	3.48658092330384e-13
JN555585+	10133	0.00428776712772261	33	412	3.48658092330384e-13
JN555585+	10134	0.0010218146646869	22	413	3.48658092330384e-13
JN555585+	10135	0.000568417755249618	31	414	5.19261975315038e-13
JN555585+	10136	0.000568417755249618	80	415	5.40584560264078e-13
JN555585+	10137	0.00144854116768714	31	416	6.13135831197308e-13
JN555585+	10138	0.00144854116768714	33	417	6.13135831197308e-13
JN555585+	10139	0.00144854116768714	3	418	6.13135831197308e-13
JN555585+	10140	0.00144854116768714	5	419	6.13135831197308e-13
JN555585+	10141	0.000568417755249618	16	420	6.13135831197308e-13
JN555585+	10142	0.000568417755249618	17	421	6.13135831197308e-13
JN555585+	10143	0.000568417755249618	32	422	6.13135831197308e-13
JN555585+	10144	0.000197018159221029	26	423	6.13135831197308e-13
JN555585+	10145	0.000197018159221029	34	424	6.13135831197308e-13
JN555585+	10146	0.000197018159221029	15	425	6.13135831197308e-13
JN555585+	10147	0.000197018159221029	14	426	6.13135831197308e-13
JN555585+	10148	0.000197018159221029	17	427	6.13135831197308e-13
JN555585+	10149	0.000197018159221029	15	428	6.13135831197308e-13
JN555585+	10150	0.000197018159221029	14	429	6.13135831197308e-13
JN555585+	10151	0.000197018159221029	21	430	6.13135831197308e-13
JN555585+	10152	0.000197018159221029	15	431	6.13135831197308e-13
JN555585+	10153	0.000197018159221029	30	432	6.13135831197308e-13
JN555585+	10154	0.000197018159221029	36	433	6.13135831197308e-13
JN555585+	10155	0.000197018159221029	19	434	6.13135831197308e-13
JN555585+	10156	0.000197018159221029	10	435	6.13135831197308e-13
JN555585+	10157	0.000197018159221029	8	436	6.13135831197308e-13
JN555585+	10158	0.000197018159221029	15	437	6.13135831197308e-13
JN555585+	10159	0.000197018159221029	43	438	6.13135831197308e-13
JN555585+	10160	0.000197018159221029	29	439	6.13135831197308e-13
JN555585+	10161	0.000197018159221029	7	440	6.13135831197308e-13
JN555585+	10162	5.87038269069576e-05	14	441	6.13135831197308e-13
JN555585+	10163	5.87038269069576e-05	11	442	6.13135831197308e-13
JN555585+	10164	5.87038269069576e-05	17	443	6.13135831197308e-13
JN555585+	10165	5.87038269069576e-05	32	444	6.13135831197308e-13
JN555585+	10166	5.87038269069576e-05	9	445	6.13135831197308e-13
JN555585+	10167	5.87038269069576e-05	18	446	6.13135831197308e-13
JN555585+	10168	5.87038269069576e-05	14	447	6.13135831197308e-13
JN555585+	10169	5.87038269069576e-05	10	448	6.13135831197308e-13
JN555585+	10170	5.87038269069576e-05	6	449	6.13135831197308e-13
JN555585+	10171	5.87038269069576e-05	7	450	6.13135831197308e-13
JN555585+	10172	5.87038269069576e-05	13	451	6.13135831197308e-13
JN555585+	10173	5.87038269069576e-05	7	452	6.13135831197308e-13
JN555585+	10174	5.87038269069576e-05	17	453	6.13135831197308e-13
JN555585+	10175	5.87038269069576e-05	15	454	6.13135831197308e-13
JN555585+	10176	5.87038269069576e-05	24	455	6.13135831197308e-13
JN555585+	10177	5.87038269069576e-05	4	456	6.13135831197308e-13
JN555585+	10178	5.87038269069576e-05	26	457	6.13135831197308e-13
JN555585+	10179	5.87038269069576e-05	0	458	6.13135831197308e-13
JN555585+	10180	5.87038269069576e-05	22	459	6.13135831197308e-13
JN555585+	10181	5.87038269069576e-05	17	460	6.13135831197308e-13
JN555585+	10182	5.87038269069576e-05	10.5	461	6.13135831197308e-13
JN555585+	10183	5.87038269069576e-05	32	462	6.13135831197308e-13
JN555585+	10184	5.87038269069576e-05	39	463	6.13135831197308e-13
JN555585+	10185	5.87038269069576e-05	26	464	6.13135831197308e-13
JN555585+	10186	5.87038269069576e-05	32	465	6.13135831197308e-13
JN555585+	10187	5.87038269069576e-05	55	466	6.13135831197308e-13
JN555585+	10188	2.98883410081829e-05	58	467	6.13135831197308e-13
JN555585+	10189	2.98883410081829e-05	57	468	6.13135831197308e-13
JN555585+	10190	2.98883410081829e-05	51	469	6.13135831197308e-13
JN555585+	10191	7.07608133832577e-06	26	470	6.13135831197308e-13
JN555585+	10192	7.07608133832577e-06	21	471	6.13135831197308e-13
JN555585+	10193	7.07608133832577e-06	90.3333282470703	472	7.23947695133619e-13
JN555585+	10194	2.98883410081829e-05	22	473	7.23947695133619e-13
JN555585+	10195	2.98883410081829e-05	38	474	7.23947695133619e-13
JN555585+	10196	5.87038269069576e-05	92	475	7.23947695133619e-13
JN555585+	10197	0.000197018159221029	76	476	7.23947695133619e-13
JN555585+	10198	0.0010218146646869	64	477	7.23947695133619e-13
JN555585+	10199	0.00144854116768714	33	478	7.23947695133619e-13
JN555585+	10200	0.000568417755249618	33	479	7.23947695133619e-13
JN555585+	10201	0.000568417755249618	130	480	8.92749377650833e-13
JN555585+	10202	0.00144854116768714	45	481	8.92749377650833e-13
JN555585+	10203	0.00251154736712468	239	482	8.92749377650833e-13
JN555585+	10204	0.00556769019050702	59	483	8.92749377650833e-13
JN555585+	10205	0.0179838145954748	122	484	8.92749377650833e-13
JN555585+	10206	0.0814378268173787	108	485	8.92749377650833e-13
JN555585+	10338	0.091469514064294	27	486	8.92749377650833e-13
JN555585+	10339	0.0860330295609143	31	487	8.92749377650833e-13
JN555585+	10340	0.0596330022205035	27	488	8.92749377650833e-13
JN555585+	10341	0.0596330022205035	33	489	8.92749377650833e-13
JN555585+	10342	0.0882330318392846	50	490	8.92749377650833e-13
JN555585+	10343	0.091469514064294	25	491	8.92749377650833e-13
JN555585+	10358	0.0891946730309642	40	492	8.92749377650833e-13
JN555585+	10361	0.091469514064294	43	493	8.92749377650833e-13
JN555585+	10373	0.0974620007196956	6	494	8.92749377650833e-13
JN555585+	10374	0.0974620007196956	18	495	8.92749377650833e-13
JN555585+	10375	0.0974620007196956	10	496	8.92749377650833e-13
JN555585+	10376	0.0974620007196956	22	497	8.92749377650833e-13
JN555585+	10377	0.0974620007196956	12	498	8.92749377650833e-13
JN555585+	10382	0.0974620007196956	27	499	8.92749377650833e-13
JN555585+	10383	0.0860330295609143	39	500	8.92749377650833e-13
JN555585+	10384	0.0623101880916492	23	501	8.92749377650833e-13
JN555585+	10385	0.0422844128253748	19	502	8.92749377650833e-13
JN555585+	10386	0.0596330022205035	33	503	8.92749377650833e-13
JN555585+	10387	0.0422844128253748	31	504	8.92749377650833e-13
JN555585+	10388	0.0401031574335918	38	505	8.92749377650833e-13
JN555585+	10389	0.0401031574335918	38	506	8.92749377650833e-13
JN555585+	10390	0.0401031574335918	73	507	8.92749377650833e-13
JN555585+	10391	0.0596330022205035	68	508	8.92749377650833e-13
JN555585+	10392	0.0596330022205035	99	509	8.92749377650833e-13
JN555585+	10393	0.0596330022205035	15	510	8.92749377650833e-13
JN555585+	10394	0.0401031574335918	12	511	1.09165719502606e-12
JN555585+	10395	0.0860330295609143	49	512	1.09165719502606e-12
JN555585+	10396	0.091469514064294	25	513	1.09165719502606e-12
JN555585+	10397	0.0860330295609143	41	514	1.09165719502606e-12
JN555585+	10398	0.091469514064294	16	515	1.09165719502606e-12
JN555585+	10399	0.0261179521250619	9	516	1.09165719502606e-12
JN555585+	10400	0.0164395543604078	9	517	1.09165719502606e-12
JN555585+	10401	0.0164395543604078	25	518	1.09165719502606e-12
JN555585+	10402	0.0109090413520349	7	519	1.09165719502606e-12
JN555585+	10403	0.0109090413520349	13	520	1.09165719502606e-12
JN555585+	10404	0.0109090413520349	18	521	1.28190402991027e-12
JN555585+	10405	0.00369066933498835	5	522	1.33176935864189e-12
JN555585+	10406	0.00369066933498835	42	523	1.33176935864189e-12
JN555585+	10407	0.00369066933498835	25	524	1.33176935864189e-12
JN555585+	10408	0.00369066933498835	6	525	1.33176935864189e-12
