Ref	Pos	Value	ReadCount
JN555585+	9176	5.904336327185428E-11	0.0
JN555585+	9177	5.904336327185428E-11	0.0
JN555585+	9178	3.453502153545731E-10	0.0
JN555585+	9179	3.453502153545731E-10	0.0
JN555585+	9180	3.453502153545731E-10	0.0
JN555585+	9181	3.453502153545731E-10	0.0
JN555585+	9182	1.43391025088784E-10	0.0
JN555585+	9183	5.904336327185428E-11	0.0
JN555585+	9184	2.4106461927554066E-11	0.0
JN555585+	9185	9.757377446871225E-12	0.0
JN555585+	9186	9.757377446871225E-12	0.0
JN555585+	9187	3.914636460720072E-12	0.0
JN555585+	9188	2.4106461927554066E-11	0.0
JN555585+	9189	2.4106461927554066E-11	0.0
JN555585+	9190	2.4106461927554066E-11	0.0
JN555585+	9191	2.4106461927554066E-11	0.0
JN555585+	9192	2.4106461927554066E-11	0.0
JN555585+	9193	9.757377446871225E-12	0.0
JN555585+	9194	3.453502153545731E-10	0.0
JN555585+	9195	3.453502153545731E-10	0.0
JN555585+	9196	1.43391025088784E-10	0.0
JN555585+	9197	5.904336327185428E-11	0.0
JN555585+	9198	5.363437730476785E-9	0.0
JN555585+	9199	4.597232340409012E-9	0.0
JN555585+	9200	1.955144788450455E-9	0.0
JN555585+	9201	1.955144788450455E-9	0.0
JN555585+	9202	8.250032922360614E-10	0.0
JN555585+	9203	4.597232340409012E-9	0.0
JN555585+	9204	1.955144788450455E-9	0.0
JN555585+	9205	1.955144788450455E-9	0.0
JN555585+	9206	1.955144788450455E-9	0.0
JN555585+	9207	8.250032922360614E-10	0.0
JN555585+	9208	8.250032922360614E-10	0.0
JN555585+	9209	5.363437730476785E-9	0.0
JN555585+	9210	5.363437730476785E-9	0.0
JN555585+	9211	5.363437730476785E-9	0.0
JN555585+	9212	5.363437730476785E-9	0.0
JN555585+	9213	5.363437730476785E-9	9.0
JN555585+	9214	4.597232340409012E-9	9.0
JN555585+	9215	2.484118527800596E-8	9.0
JN555585+	9216	2.484118527800596E-8	6.0
JN555585+	9217	2.484118527800596E-8	10.0
JN555585+	9218	2.484118527800596E-8	14.0
JN555585+	9219	2.484118527800596E-8	5.0
JN555585+	9220	5.363437730476785E-9	7.0
JN555585+	9221	5.363437730476785E-9	10.0
JN555585+	9222	5.363437730476785E-9	6.0
JN555585+	9223	2.484118527800596E-8	28.0
JN555585+	9224	3.6358462088709004E-7	16.0
JN555585+	9225	3.6358462088709004E-7	6.0
JN555585+	9226	3.6358462088709004E-7	6.0
JN555585+	9227	3.6358462088709004E-7	7.0
JN555585+	9228	3.6358462088709004E-7	18.0
JN555585+	9229	1.6396795347460176E-7	4.0
JN555585+	9230	1.6396795347460176E-7	13.0
JN555585+	9231	1.6396795347460176E-7	9.0
JN555585+	9232	1.6396795347460176E-7	11.0
JN555585+	9233	1.6396795347460176E-7	5.0
JN555585+	9234	1.6396795347460176E-7	10.0
JN555585+	9235	1.6396795347460176E-7	5.0
JN555585+	9236	7.329150869136834E-8	5.0
JN555585+	9237	3.6358462088709004E-7	5.0
JN555585+	9238	1.6396795347460176E-7	7.0
JN555585+	9239	1.6396795347460176E-7	5.099999904632568
JN555585+	9240	1.6396795347460176E-7	14.0
JN555585+	9241	1.6396795347460176E-7	8.5
JN555585+	9242	3.6358462088709004E-7	27.0
JN555585+	9243	5.807675550318669E-6	28.0
JN555585+	9244	3.4261197911476844E-6	121.58333587646484
JN555585+	9245	1.818462383372824E-8	195.0
JN555585+	9246	8.85589843379814E-8	98.0
JN555585+	9247	3.774771663508733E-8	64.0
JN555585+	9248	5.3682707806457785E-9	110.0
JN555585+	9249	4.328077405744534E-8	32.0
JN555585+	9250	2.990594384059263E-7	21.0
JN555585+	9251	8.929435607874612E-7	18.0
JN555585+	9252	2.4810112508517873E-6	13.0
JN555585+	9253	4.849654585186526E-6	18.0
JN555585+	9254	7.40050125292835E-6	5.0
JN555585+	9255	7.40050125292835E-6	16.0
JN555585+	9256	6.457037416915127E-6	9.0
JN555585+	9257	7.40050125292835E-6	18.0
JN555585+	9258	2.72928883347285E-7	19.0
JN555585+	9259	1.4535699086203195E-6	17.0
JN555585+	9260	6.912668167838838E-6	19.0
JN555585+	9261	1.590412412419827E-5	13.0
JN555585+	9262	8.443584105825592E-6	14.0
JN555585+	9263	1.4397343666274252E-4	5.0
JN555585+	9264	1.4397343666274252E-4	21.0
JN555585+	9265	2.9591193721555147E-4	22.0
JN555585+	9266	5.820746686950197E-4	6.0
JN555585+	9267	9.731637350501874E-4	34.0
JN555585+	9268	0.0017965091379035167	16.0
JN555585+	9269	0.0028898038531668477	20.0
JN555585+	9270	0.005021728547932471	24.0
JN555585+	9271	0.0054698701941360535	3.0
JN555585+	9272	0.0054698701941360535	31.5
JN555585+	9273	0.009059778363326122	22.25
JN555585+	9274	0.01452946831487045	2.0
JN555585+	9275	0.01452946831487045	13.199999809265137
JN555585+	9276	0.01452946831487045	17.0
JN555585+	9277	0.009687594965430202	5.0
JN555585+	9278	0.006353162816601846	17.0
JN555585+	9279	0.004097863470790377	12.0
JN555585+	9280	0.004097863470790377	14.0
JN555585+	9281	0.0025995493618398142	8.0
JN555585+	9282	0.0017965091379035167	17.0
JN555585+	9283	0.0025995493618398142	37.0
JN555585+	9284	0.004392175170762046	18.0
JN555585+	9285	0.007642803304273892	52.0
JN555585+	9286	0.00807201236207621	9.0
JN555585+	9287	0.017002566478918978	18.0
JN555585+	9288	0.025821691025142497	17.0
JN555585+	9289	0.017759843720808566	10.0
JN555585+	9290	0.017759843720808566	16.0
JN555585+	9291	0.0120117295487477	16.0
JN555585+	9292	0.007988049628302326	8.0
JN555585+	9293	0.007988049628302326	20.0
JN555585+	9294	0.012531096557600326	44.0
JN555585+	9295	0.0130207220051966	6.0
JN555585+	9296	0.019155440848598233	26.0
JN555585+	9297	0.04053400651499757	43.0
JN555585+	9298	0.057912711508331424	11.0
JN555585+	9299	0.0793257587322548	22.0
JN555585+	9478	0.08919467303096418	16.0
JN555585+	9479	0.08919467303096418	19.0
JN555585+	9480	0.044387198132099744	16.0
JN555585+	9481	0.044387198132099744	8.0
JN555585+	9482	0.029490167516375766	17.0
JN555585+	9483	0.044387198132099744	102.0
JN555585+	9484	0.06487061522873393	24.0
JN555585+	9485	0.08919467303096418	31.0
JN555585+	9487	0.08919467303096418	16.0
JN555585+	9488	0.03414380231477582	13.0
JN555585+	9489	0.03414380231477582	17.0
JN555585+	9490	0.02259925723061526	4.0
JN555585+	9491	0.02259925723061526	19.0
JN555585+	9492	0.02259925723061526	18.0
JN555585+	9493	0.01452946831487045	5.0
JN555585+	9494	0.009059778363326122	12.0
JN555585+	9495	0.008420136031648439	27.0
JN555585+	9496	0.008420136031648439	7.0
JN555585+	9497	0.008420136031648439	6.0
JN555585+	9498	0.008420136031648439	17.0
JN555585+	9499	0.008420136031648439	6.0
JN555585+	9500	0.008420136031648439	16.0
JN555585+	9501	0.008420136031648439	7.0
JN555585+	9502	0.008420136031648439	8.0
JN555585+	9503	0.012750364922193775	32.0
JN555585+	9504	0.01432499360966242	9.0
JN555585+	9505	0.01432499360966242	7.0
JN555585+	9506	0.029490167516375766	20.0
JN555585+	9507	0.044387198132099744	7.0
JN555585+	9508	0.06231018809164919	30.0
JN555585+	9509	0.08919467303096418	6.0
JN555585+	9510	0.08919467303096418	11.0
JN555585+	9511	0.06487061522873393	19.0
JN555585+	9649	0.0793257587322548	20.0
JN555585+	9650	0.09772525001826417	14.0
JN555585+	9651	0.05188644332527037	29.0
JN555585+	9652	0.05017789270945936	3.0
JN555585+	9653	0.03414380231477582	16.0
JN555585+	9654	0.01452946831487045	5.0
JN555585+	9655	0.02259925723061526	31.0
JN555585+	9656	0.009059778363326122	15.0
JN555585+	9657	0.009059778363326122	22.0
JN555585+	9658	0.0059147066411864326	13.0
JN555585+	9659	0.002197267269803257	14.0
JN555585+	9660	0.0034954207010804744	37.0
JN555585+	9661	0.002197267269803257	19.0
JN555585+	9662	0.0019958388076210093	40.0
JN555585+	9663	0.0019958388076210093	14.0
JN555585+	9664	0.0019958388076210093	10.0
JN555585+	9665	0.0010988552938899722	32.0
JN555585+	9666	0.003191816825929346	28.0
JN555585+	9667	0.008420136031648439	28.0
JN555585+	9668	0.009059778363326122	6.0
JN555585+	9669	0.009059778363326122	24.0
JN555585+	9670	0.009687594965430202	20.0
JN555585+	9671	0.009687594965430202	6.0
JN555585+	9672	0.0059147066411864326	10.0
JN555585+	9673	0.0034954207010804744	9.0
JN555585+	9674	0.0034954207010804744	11.0
JN555585+	9675	0.0034954207010804744	16.0
JN555585+	9676	0.0019958388076210093	11.0
JN555585+	9677	0.0016010286013298338	5.0
JN555585+	9678	5.060935296470482E-4	9.0
JN555585+	9679	8.518624996521128E-4	28.0
JN555585+	9680	9.731637350501874E-4	17.0
JN555585+	9681	5.820746686950197E-4	12.0
JN555585+	9682	5.820746686950197E-4	10.0
JN555585+	9683	5.820746686950197E-4	6.0
JN555585+	9684	5.820746686950197E-4	13.0
JN555585+	9685	2.9591193721555147E-4	32.0
JN555585+	9686	9.731637350501874E-4	24.0
JN555585+	9687	0.0017965091379035167	12.0
JN555585+	9688	0.0017965091379035167	5.0
JN555585+	9689	0.0017965091379035167	6.0
JN555585+	9690	9.731637350501874E-4	14.0
JN555585+	9691	9.731637350501874E-4	25.0
JN555585+	9692	0.0028898038531668477	34.0
JN555585+	9693	0.008420136031648439	42.0
JN555585+	9694	0.008420136031648439	7.0
JN555585+	9695	0.008420136031648439	16.0
JN555585+	9696	0.0054698701941360535	15.0
JN555585+	9697	0.0034954207010804744	22.0
JN555585+	9698	0.0034954207010804744	29.0
JN555585+	9699	0.009059778363326122	25.0
JN555585+	9700	0.01452946831487045	4.0
JN555585+	9701	0.009687594965430202	8.0
JN555585+	9702	0.009687594965430202	6.0
JN555585+	9703	0.009687594965430202	13.0
JN555585+	9704	0.009687594965430202	23.0
JN555585+	9705	0.009687594965430202	4.0
JN555585+	9706	0.009687594965430202	8.0
JN555585+	9707	0.005021728547932471	2.0
JN555585+	9708	0.003191816825929346	4.0
JN555585+	9709	0.0019958388076210093	3.0
JN555585+	9710	0.002591861187419606	11.0
JN555585+	9711	0.0012277602768246765	11.0
JN555585+	9712	0.0012277602768246765	9.0
JN555585+	9713	0.0012277602768246765	20.0
JN555585+	9714	0.0012277602768246765	6.0
JN555585+	9715	0.0016010286013298338	13.0
JN555585+	9716	9.731637350501874E-4	21.0
JN555585+	9717	4.4232959884276844E-4	20.0
JN555585+	9718	5.820746686950197E-4	25.0
JN555585+	9719	2.1951136017984751E-4	13.0
JN555585+	9720	9.643175602342206E-5	20.0
JN555585+	9721	2.9591193721555147E-4	17.0
JN555585+	9722	2.9591193721555147E-4	36.0
JN555585+	9723	2.9591193721555147E-4	17.0
JN555585+	9724	1.702795185172976E-4	16.0
JN555585+	9725	1.702795185172976E-4	29.0
JN555585+	9726	1.9841199946735475E-4	20.0
JN555585+	9727	6.683005845806975E-5	26.0
JN555585+	9728	6.683005845806975E-5	36.0
JN555585+	9729	1.4397343666274252E-4	10.0
JN555585+	9730	1.4397343666274252E-4	8.0
JN555585+	9731	6.683005845806975E-5	13.0
JN555585+	9732	6.683005845806975E-5	22.0
JN555585+	9733	5.4100517058360056E-5	29.0
JN555585+	9734	2.1117702936824858E-4	38.0
JN555585+	9735	2.519741661492916E-4	10.0
JN555585+	9736	1.1972837494127398E-4	17.0
JN555585+	9737	2.1117702936824858E-4	33.0
JN555585+	9738	4.340831245340604E-4	20.0
JN555585+	9739	0.0010988552938899722	105.0
JN555585+	9740	0.003191816825929346	28.0
JN555585+	9741	0.0034954207010804744	22.0
JN555585+	9742	0.0034954207010804744	13.0
JN555585+	9743	0.0034954207010804744	78.0
JN555585+	9744	0.009059778363326122	13.0
JN555585+	9745	0.0034954207010804744	59.0
JN555585+	9746	0.0059147066411864326	26.0
JN555585+	9747	0.0059147066411864326	26.0
JN555585+	9748	0.009059778363326122	29.0
JN555585+	9749	0.05188644332527037	60.0
JN555585+	9888	0.07389004329691534	17.0
JN555585+	9889	0.05357152257145603	26.0
JN555585+	9890	0.016209494181485228	7.0
JN555585+	9891	0.006782342915991578	19.0
JN555585+	9892	0.004097863470790377	11.0
JN555585+	9893	0.0025995493618398142	21.0
JN555585+	9894	0.0025995493618398142	13.0
JN555585+	9895	0.004097863470790377	7.0
JN555585+	9896	0.006353162816601846	35.0
JN555585+	9897	0.0023990665609571553	20.0
JN555585+	9898	0.0014904077487214464	18.0
JN555585+	9899	0.0019958388076210093	12.0
JN555585+	9900	0.0012277602768246765	24.0
JN555585+	9901	0.0010988552938899722	9.0
JN555585+	9902	6.613023603624761E-4	5.0
JN555585+	9903	2.523139053034815E-4	15.0
JN555585+	9904	9.731637350501874E-4	24.0
JN555585+	9905	9.731637350501874E-4	16.0
JN555585+	9906	9.731637350501874E-4	7.0
JN555585+	9907	9.731637350501874E-4	8.0
JN555585+	9908	9.731637350501874E-4	14.0
JN555585+	9909	2.9591193721555147E-4	30.0
JN555585+	9910	1.4397343666274252E-4	71.0
JN555585+	9911	5.060935296470482E-4	94.0
JN555585+	9912	2.523139053034815E-4	26.0
JN555585+	9913	6.613023603624761E-4	87.0
JN555585+	9914	0.0012277602768246765	25.0
JN555585+	9915	0.0012277602768246765	11.0
JN555585+	9916	8.263878474717871E-4	52.0
JN555585+	9917	0.0014904077487214464	10.0
JN555585+	9918	0.0014904077487214464	19.0
JN555585+	9919	0.0012277602768246765	12.0
JN555585+	9920	6.613023603624761E-4	22.0
JN555585+	9921	2.1951136017984751E-4	29.0
JN555585+	9922	2.1951136017984751E-4	16.0
JN555585+	9923	1.702795185172976E-4	20.0
JN555585+	9924	8.097454618960427E-5	25.0
JN555585+	9925	8.097454618960427E-5	17.0
JN555585+	9926	1.211110197650472E-5	13.0
JN555585+	9927	8.366161091889891E-6	26.0
JN555585+	9928	6.457037416915127E-6	52.0
JN555585+	9929	7.40050125292835E-6	39.0
JN555585+	9930	2.9490070352274635E-5	10.0
JN555585+	9931	8.366161091889891E-6	56.0
JN555585+	9932	3.672532550015068E-5	43.0
JN555585+	9933	8.097454618960427E-5	9.0
JN555585+	9934	8.097454618960427E-5	29.0
JN555585+	9935	8.097454618960427E-5	15.0
JN555585+	9936	2.1117702936824858E-4	11.0
JN555585+	9937	6.683005845806975E-5	42.0
JN555585+	9938	1.4397343666274252E-4	22.0
JN555585+	9939	2.519741661492916E-4	36.0
JN555585+	9940	4.340831245340604E-4	35.0
JN555585+	9941	2.519741661492916E-4	23.0
JN555585+	9942	1.1972837494127398E-4	45.0
JN555585+	9943	2.519741661492916E-4	37.0
JN555585+	9944	4.340831245340604E-4	18.0
JN555585+	9945	2.519741661492916E-4	10.0
JN555585+	9946	2.519741661492916E-4	15.0
JN555585+	9947	2.519741661492916E-4	53.0
JN555585+	9948	8.518624996521128E-4	59.0
JN555585+	9949	0.0010988552938899722	85.0
JN555585+	9950	0.0019958388076210093	27.0
JN555585+	9951	0.0012277602768246765	29.0
JN555585+	9952	0.0019958388076210093	66.0
JN555585+	9953	0.0034954207010804744	27.0
JN555585+	9954	0.0034954207010804744	79.0
JN555585+	9955	0.0059147066411864326	53.0
JN555585+	9956	0.002578443708649434	26.0
JN555585+	9957	0.002578443708649434	38.0
JN555585+	9958	0.004097863470790377	18.0
JN555585+	9959	0.0025995493618398142	35.0
JN555585+	9960	0.004097863470790377	51.0
JN555585+	9961	0.006782342915991578	56.0
JN555585+	9962	0.016209494181485228	58.0
JN555585+	9963	0.025821691025142497	37.0
JN555585+	9964	0.03820238509964754	27.0
JN555585+	9965	0.036921623643677196	33.0
JN555585+	9966	0.017759843720808566	20.0
JN555585+	9967	0.017845205794931075	37.0
JN555585+	9968	0.036921623643677196	23.0
JN555585+	9969	0.036921623643677196	10.0
JN555585+	9970	0.03820238509964754	57.0
JN555585+	9971	0.05512035037870166	9.0
JN555585+	9972	0.07583027339268361	39.0
JN555585+	9974	0.07764239165642194	5.0
JN555585+	10125	0.09474948709137906	8.0
JN555585+	10126	0.04141582504559881	12.0
JN555585+	10127	0.02577721913363589	27.0
JN555585+	10128	0.006673613364677893	8.0
JN555585+	10129	0.008693800575520981	22.0
JN555585+	10130	0.01355561474425579	68.0
JN555585+	10131	0.003901871035858469	21.0
JN555585+	10132	0.003901871035858469	55.0
JN555585+	10133	0.0042877671277226125	33.0
JN555585+	10134	0.001021814664686904	22.0
JN555585+	10135	5.684177552496177E-4	31.0
JN555585+	10136	5.684177552496177E-4	80.0
JN555585+	10137	0.0014485411676871379	31.0
JN555585+	10138	0.0014485411676871379	33.0
JN555585+	10139	0.0014485411676871379	3.0
JN555585+	10140	0.0014485411676871379	5.0
JN555585+	10141	5.684177552496177E-4	16.0
JN555585+	10142	5.684177552496177E-4	17.0
JN555585+	10143	5.684177552496177E-4	32.0
JN555585+	10144	1.9701815922102908E-4	26.0
JN555585+	10145	1.9701815922102908E-4	34.0
JN555585+	10146	1.9701815922102908E-4	15.0
JN555585+	10147	1.9701815922102908E-4	14.0
JN555585+	10148	1.9701815922102908E-4	17.0
JN555585+	10149	1.9701815922102908E-4	15.0
JN555585+	10150	1.9701815922102908E-4	14.0
JN555585+	10151	1.9701815922102908E-4	21.0
JN555585+	10152	1.9701815922102908E-4	15.0
JN555585+	10153	1.9701815922102908E-4	30.0
JN555585+	10154	1.9701815922102908E-4	36.0
JN555585+	10155	1.9701815922102908E-4	19.0
JN555585+	10156	1.9701815922102908E-4	10.0
JN555585+	10157	1.9701815922102908E-4	8.0
JN555585+	10158	1.9701815922102908E-4	15.0
JN555585+	10159	1.9701815922102908E-4	43.0
JN555585+	10160	1.9701815922102908E-4	29.0
JN555585+	10161	1.9701815922102908E-4	7.0
JN555585+	10162	5.8703826906957604E-5	14.0
JN555585+	10163	5.8703826906957604E-5	11.0
JN555585+	10164	5.8703826906957604E-5	17.0
JN555585+	10165	5.8703826906957604E-5	32.0
JN555585+	10166	5.8703826906957604E-5	9.0
JN555585+	10167	5.8703826906957604E-5	18.0
JN555585+	10168	5.8703826906957604E-5	14.0
JN555585+	10169	5.8703826906957604E-5	10.0
JN555585+	10170	5.8703826906957604E-5	6.0
JN555585+	10171	5.8703826906957604E-5	7.0
JN555585+	10172	5.8703826906957604E-5	13.0
JN555585+	10173	5.8703826906957604E-5	7.0
JN555585+	10174	5.8703826906957604E-5	17.0
JN555585+	10175	5.8703826906957604E-5	15.0
JN555585+	10176	5.8703826906957604E-5	24.0
JN555585+	10177	5.8703826906957604E-5	4.0
JN555585+	10178	5.8703826906957604E-5	26.0
JN555585+	10179	5.8703826906957604E-5	0.0
JN555585+	10180	5.8703826906957604E-5	22.0
JN555585+	10181	5.8703826906957604E-5	17.0
JN555585+	10182	5.8703826906957604E-5	10.5
JN555585+	10183	5.8703826906957604E-5	32.0
JN555585+	10184	5.8703826906957604E-5	39.0
JN555585+	10185	5.8703826906957604E-5	26.0
JN555585+	10186	5.8703826906957604E-5	32.0
JN555585+	10187	5.8703826906957604E-5	55.0
JN555585+	10188	2.9888341008182872E-5	58.0
JN555585+	10189	2.9888341008182872E-5	57.0
JN555585+	10190	2.9888341008182872E-5	51.0
JN555585+	10191	7.076081338325773E-6	26.0
JN555585+	10192	7.076081338325773E-6	21.0
JN555585+	10193	7.076081338325773E-6	90.33332824707031
JN555585+	10194	2.9888341008182872E-5	22.0
JN555585+	10195	2.9888341008182872E-5	38.0
JN555585+	10196	5.8703826906957604E-5	92.0
JN555585+	10197	1.9701815922102908E-4	76.0
JN555585+	10198	0.001021814664686904	64.0
JN555585+	10199	0.0014485411676871379	33.0
JN555585+	10200	5.684177552496177E-4	33.0
JN555585+	10201	5.684177552496177E-4	130.0
JN555585+	10202	0.0014485411676871379	45.0
JN555585+	10203	0.0025115473671246803	239.0
JN555585+	10204	0.005567690190507016	59.0
JN555585+	10205	0.017983814595474792	122.0
JN555585+	10206	0.08143782681737866	108.0
JN555585+	10338	0.09146951406429402	27.0
JN555585+	10339	0.08603302956091433	31.0
JN555585+	10340	0.0596330022205035	27.0
JN555585+	10341	0.0596330022205035	33.0
JN555585+	10342	0.08823303183928459	50.0
JN555585+	10343	0.09146951406429402	25.0
JN555585+	10358	0.08919467303096418	40.0
JN555585+	10361	0.09146951406429402	43.0
JN555585+	10373	0.09746200071969559	6.0
JN555585+	10374	0.09746200071969559	18.0
JN555585+	10375	0.09746200071969559	10.0
JN555585+	10376	0.09746200071969559	22.0
JN555585+	10377	0.09746200071969559	12.0
JN555585+	10382	0.09746200071969559	27.0
JN555585+	10383	0.08603302956091433	39.0
JN555585+	10384	0.06231018809164919	23.0
JN555585+	10385	0.04228441282537479	19.0
JN555585+	10386	0.0596330022205035	33.0
JN555585+	10387	0.04228441282537479	31.0
JN555585+	10388	0.04010315743359178	38.0
JN555585+	10389	0.04010315743359178	38.0
JN555585+	10390	0.04010315743359178	73.0
JN555585+	10391	0.0596330022205035	68.0
JN555585+	10392	0.0596330022205035	99.0
JN555585+	10393	0.0596330022205035	15.0
JN555585+	10394	0.04010315743359178	12.0
JN555585+	10395	0.08603302956091433	49.0
JN555585+	10396	0.09146951406429402	25.0
JN555585+	10397	0.08603302956091433	41.0
JN555585+	10398	0.09146951406429402	16.0
JN555585+	10399	0.0261179521250619	9.0
JN555585+	10400	0.016439554360407845	9.0
JN555585+	10401	0.016439554360407845	25.0
JN555585+	10402	0.010909041352034864	7.0
JN555585+	10403	0.010909041352034864	13.0
JN555585+	10404	0.010909041352034864	18.0
JN555585+	10405	0.0036906693349883497	5.0
JN555585+	10406	0.0036906693349883497	42.0
JN555585+	10407	0.0036906693349883497	25.0
JN555585+	10408	0.0036906693349883497	6.0
JN555585+	10409	0.0020183143143036606	30.0
JN555585+	10410	0.0020183143143036606	27.0
JN555585+	10411	0.0020183143143036606	19.0
JN555585+	10412	0.0020183143143036606	19.0
JN555585+	10413	0.0020183143143036606	25.0
JN555585+	10414	0.0012285911100913935	33.0
JN555585+	10415	0.0012285911100913935	22.0
JN555585+	10416	0.0012285911100913935	26.0
JN555585+	10417	0.0012285911100913935	12.0
JN555585+	10418	0.0012285911100913935	14.0
JN555585+	10419	0.002300516323651643	47.0
JN555585+	10420	0.006470975357660455	77.0
JN555585+	10421	0.010909041352034864	20.0
JN555585+	10422	0.0596330022205035	62.0
JN555585+	10423	0.08823303183928459	40.0
JN555585+	10425	0.08919467303096418	107.0
JN555585+	10588	0.09746200071969559	39.0
JN555585+	10589	0.07168952006603095	6.0
JN555585+	10590	0.06731109413922653	24.0
JN555585+	10591	0.048337915123181224	25.0
JN555585+	10592	0.011834913740515523	16.0
JN555585+	10593	0.004573526359599527	22.0
JN555585+	10594	0.004573526359599527	35.0
JN555585+	10595	0.007772599121821325	69.0
JN555585+	10596	0.002591861187419606	29.0
JN555585+	10597	0.002591861187419606	38.0
JN555585+	10598	0.00412866274951814	37.0
JN555585+	10599	0.004573526359599527	30.0
JN555585+	10600	0.009978438340109386	31.0
JN555585+	10601	0.009978438340109386	37.0
JN555585+	10602	0.004573526359599527	98.0
JN555585+	10603	0.02436910583986793	14.0
JN555585+	10604	0.00412866274951814	34.0
JN555585+	10605	0.004856621384196585	16.0
JN555585+	10606	0.00412866274951814	12.0
JN555585+	10607	0.002300516323651643	17.0
JN555585+	10608	0.002849888875108787	13.0
JN555585+	10609	0.002849888875108787	5.0
JN555585+	10610	0.002849888875108787	16.0
JN555585+	10611	0.002849888875108787	17.0
JN555585+	10612	0.002849888875108787	20.0
JN555585+	10613	0.0017477798285441054	7.0
JN555585+	10614	0.0017477798285441054	34.0
JN555585+	10615	8.920245688591184E-4	13.0
JN555585+	10616	8.920245688591184E-4	25.0
JN555585+	10617	8.920245688591184E-4	27.0
JN555585+	10618	8.920245688591184E-4	26.0
JN555585+	10619	5.252723147082011E-4	33.0
JN555585+	10620	5.252723147082011E-4	17.0
JN555585+	10621	5.252723147082011E-4	11.0
JN555585+	10622	2.713383590762856E-4	15.0
JN555585+	10623	2.480758435477732E-4	14.0
JN555585+	10624	2.480758435477732E-4	30.0
JN555585+	10625	2.480758435477732E-4	43.0
JN555585+	10626	8.920245688591184E-4	36.0
JN555585+	10627	0.0017477798285441054	49.0
JN555585+	10628	0.0032631797675700368	29.0
JN555585+	10629	0.0017477798285441054	7.0
JN555585+	10630	0.0017477798285441054	18.0
JN555585+	10631	0.0010550255707039164	7.5
JN555585+	10632	0.0010550255707039164	15.0
JN555585+	10633	0.0014913707850581954	6.0
JN555585+	10634	0.0014913707850581954	24.0
JN555585+	10635	0.0014913707850581954	10.0
JN555585+	10636	0.002454499281736459	38.0
JN555585+	10637	0.004573381974426842	26.0
JN555585+	10638	0.0020183143143036606	34.0
JN555585+	10639	0.0020183143143036606	19.0
JN555585+	10640	0.0020183143143036606	17.0
JN555585+	10641	0.0020183143143036606	13.0
JN555585+	10642	0.004573381974426842	9.0
JN555585+	10643	0.004573381974426842	30.0
