Ref	Pos	Value
JN555585-	82439	0.6665762663748082
JN555585-	82438	0.6665762663748082
JN555585-	16904	0.9434164717336324
JN555585-	82441	1.6780719052126378
JN555585-	98824	0.7013416845354847
JN555585-	115211	0.8823049574302454
JN555585-	115213	1.4739311884324122
JN555585-	98831	0.7013416845354847
JN555585-	115215	1.4739311884324122
JN555585-	33295	0.8046524017777809
JN555585-	33296	0.8046524017777809
JN555585-	33297	1.3959286764311394
JN555585-	98832	0.7013416845354847
JN555585-	115216	0.8823049574302454
JN555585-	82451	0.6608626151804148
JN555585-	98835	0.7013416845354847
JN555585-	115220	1.4739311884324122
JN555585-	98839	1.2921807515933101
JN555585-	33304	0.8109661757099832
JN555585-	82459	0.6438561898747247
JN555585-	33310	0.8109661757099832
JN555585-	82465	2.479667557981557
JN555585-	33313	0.8109661757099832
JN555585-	82467	0.6438561898747247
JN555585-	98851	0.7072182508721541
JN555585-	98850	0.7072182508721541
JN555585-	82469	2.479667557981557
JN555585-	98852	1.2980813530329947
JN555585-	82470	0.6438561898747247
JN555585-	98854	0.7072182508721541
JN555585-	82472	1.982790710067777
JN555585-	98859	0.7369655942662062
JN555585-	98858	1.3219280949873624
JN555585-	115245	0.8624964763500651
JN555585-	33329	0.8109661757099832
JN555585-	33330	1.4022702033049659
JN555585-	98873	0.7983661389303496
JN555585-	33337	0.8109661757099832
JN555585-	115258	0.8559536304832931
JN555585-	33340	0.8109661757099832
JN555585-	82493	1.228818690595881
JN555585-	82492	0.6382316406808466
JN555585-	82495	0.6382316406808466
JN555585-	82494	0.6382316406808466
JN555585-	82497	1.228818690595881
JN555585-	49729	1.0000000001
JN555585-	82496	0.6382316406808466
JN555585-	33347	0.8109661757099832
JN555585-	98885	0.8173077025838096
JN555585-	33355	0.8109661757099832
JN555585-	33356	0.8109661757099832
JN555585-	16973	0.9785202726895487
JN555585-	33357	2.4214637685382767
JN555585-	131663	0.9434164717336324
JN555585-	33358	1.4022702033049659
JN555585-	33365	0.8109661757099832
JN555585-	33366	0.8046524017777809
JN555585-	82520	0.649502753015867
JN555585-	82523	0.649502753015867
JN555585-	82524	1.660862615180415
JN555585-	33375	0.5885737543735351
JN555585-	98912	1.8756718650977984
JN555585-	82531	0.6665762663748082
JN555585-	82530	1.6780719052126378
JN555585-	33380	0.5885737543735351
JN555585-	82532	1.257275136645109
JN555585-	33382	0.5885737543735351
JN555585-	82534	0.6723126359239529
JN555585-	82538	0.6723126359239529
JN555585-	82544	0.7013416845354847
JN555585-	82557	1.7190436862689435
JN555585-	115327	0.9159357353115254
JN555585-	131709	1.9503692323753996
JN555585-	115341	0.9159357353115254
JN555585-	115340	0.9159357353115254
JN555585-	131724	1.5214595585149981
JN555585-	115342	0.9159357353115254
JN555585-	131731	0.929610672208602
JN555585-	82585	0.8236772274595371
JN555585-	115353	0.9159357353115254
JN555585-	66203	0.9503692323753996
JN555585-	115359	1.5145731729297582
JN555585-	115360	0.9227570011675397
JN555585-	115365	0.9227570011675397
JN555585-	115366	0.9227570011675397
JN555585-	131759	0.929610672208602
JN555585-	33454	0.5831602581871709
JN555585-	98991	0.7490384265667813
JN555585-	82606	0.8756718650977982
JN555585-	131766	0.9364970577938422
JN555585-	66231	0.9503692323753996
JN555585-	33466	0.6382316406808466
JN555585-	33469	4.823677227459537
JN555585-	33470	2.479667557981557
JN555585-	66242	0.8889686877112559
JN555585-	49862	1.0000000001
JN555585-	66247	0.8889686877112559
JN555585-	115403	0.8956633402852644
JN555585-	66255	0.8889686877112559
JN555585-	99022	0.7131188523118386
JN555585-	99025	1.3040061869900998
JN555585-	66259	0.8889686877112559
JN555585-	99032	1.2980813530329947
JN555585-	99034	0.7072182508721541
JN555585-	66272	0.8756718650977982
JN555585-	33506	0.6551715031025588
JN555585-	131808	0.9364970577938422
JN555585-	17123	1.0000000001
JN555585-	33508	0.6551715031025588
JN555585-	33509	0.6551715031025588
JN555585-	66276	0.8756718650977982
JN555585-	131812	0.9573556626915063
JN555585-	33514	0.6551715031025588
JN555585-	99051	0.6665762663748082
JN555585-	99052	0.6665762663748082
JN555585-	99055	0.6665762663748082
JN555585-	99054	0.6665762663748082
JN555585-	99057	0.6665762663748082
JN555585-	99056	0.6665762663748082
JN555585-	115443	0.9227570011675397
JN555585-	99062	0.6551715031025588
JN555585-	33528	0.5353317330965559
JN555585-	99065	1.245825115901571
JN555585-	99066	0.6551715031025588
JN555585-	99069	2.263034405933794
JN555585-	99070	1.245825115901571
JN555585-	99073	1.245825115901571
JN555585-	99079	1.245825115901571
JN555585-	99083	0.6551715031025588
JN555585-	33549	0.4991979470428424
JN555585-	33550	1.5094298696537987
JN555585-	33551	1.0892673381970874
JN555585-	115473	1.9785202726895488
JN555585-	33553	1.0841604477639986
JN555585-	33554	1.0841604477639986
JN555585-	82707	0.9643760903692788
JN555585-	99090	2.6896598794878495
JN555585-	115474	0.9643760903692788
JN555585-	99103	0.6608626151804148
JN555585-	99107	0.6608626151804148
JN555585-	66341	0.8690691302735514
JN555585-	66342	3.0858607367538378
JN555585-	99115	1.9942407308113155
JN555585-	99116	0.649502753015867
JN555585-	82735	0.9643760903692788
JN555585-	82736	0.9643760903692788
JN555585-	99120	1.217591435172627
JN555585-	33589	0.6723126359239529
JN555585-	82746	0.9503692323753996
JN555585-	99130	0.6270479021881709
JN555585-	66369	1.487351704194734
JN555585-	99139	0.6438561898747247
JN555585-	99140	1.234465253737023
JN555585-	99145	0.6438561898747247
JN555585-	99144	0.6438561898747247
JN555585-	82765	0.929610672208602
JN555585-	99149	1.228818690595881
JN555585-	66386	1.4941090703700428
JN555585-	50006	1.5849625008211563
JN555585-	99159	0.24297675359254045
JN555585-	99161	0.23871472673838082
JN555585-	33626	3.1607733031727823
JN555585-	33628	3.413558570452931
JN555585-	33629	1.245825115901571
JN555585-	33630	1.245825115901571
JN555585-	33631	0.6551715031025588
JN555585-	33638	0.6438561898747247
JN555585-	82797	0.8624964763500651
JN555585-	66415	0.8956633402852644
JN555585-	33648	0.6214883768462701
JN555585-	33652	0.6551715031025588
JN555585-	33658	0.6780719052126378
JN555585-	115585	0.7673392433097249
JN555585-	115589	0.7673392433097249
JN555585-	115592	0.7673392433097249
JN555585-	99215	0.2217313378250887
JN555585-	115599	0.7673392433097249
JN555585-	33680	1.1466696492420096
JN555585-	99217	0.23865393189859743
JN555585-	115601	0.7673392433097249
JN555585-	33681	1.1466696492420096
JN555585-	99216	0.23865393189859743
JN555585-	99219	0.8236164326197537
JN555585-	99218	0.23865393189859743
JN555585-	33685	0.545824106914198
JN555585-	99223	0.8321527537816501
JN555585-	99225	0.2429157788901681
JN555585-	115608	0.7673392433097249
JN555585-	82843	0.7921071484586673
JN555585-	115611	0.7673392433097249
JN555585-	82842	0.7921071484586673
JN555585-	33702	0.545824106914198
JN555585-	115625	0.7673392433097249
JN555585-	82856	1.810966175709983
JN555585-	99247	0.26009019247795956
JN555585-	33711	1.1150765245466927
JN555585-	33714	1.238714726738381
JN555585-	99251	2.897837808047223
JN555585-	66482	0.8559536304832931
JN555585-	99250	0.8580690196189001
JN555585-	99253	2.897837808047223
JN555585-	99252	2.897837808047223
JN555585-	99255	3.233269565375233
JN555585-	33719	0.19264507804239583
JN555585-	99254	3.7460889209457355
JN555585-	99257	1.871203852331078
JN555585-	33721	0.19264507804239583
JN555585-	99256	2.2950648165228786
JN555585-	99259	0.8580690196189001
JN555585-	99258	1.6037778683597088
JN555585-	99261	0.273106518897744
JN555585-	99263	2.3039425776364477
JN555585-	99262	1.6125744334696575
JN555585-	99265	0.8668122741935026
JN555585-	82880	0.7983661389303496
JN555585-	99264	0.2774715227839275
JN555585-	82883	0.7983661389303496
JN555585-	99269	0.2774715227839275
JN555585-	33734	0.2951280356436472
JN555585-	99271	0.273106518897744
JN555585-	99270	0.8624340235050837
JN555585-	82889	1.389614902498937
JN555585-	115657	0.7673392433097249
JN555585-	33737	0.2951280356436472
JN555585-	50121	1.0000000001
JN555585-	99275	0.273106518897744
JN555585-	66506	0.8109661757099832
JN555585-	82890	1.389614902498937
JN555585-	99274	0.273106518897744
JN555585-	115658	1.3584539710124766
JN555585-	17356	0.8956633402852644
JN555585-	99277	0.2687546818966823
JN555585-	33741	0.29956028195890794
JN555585-	17358	2.736965594266206
JN555585-	33742	0.29956028195890794
JN555585-	115663	3.756330919133137
JN555585-	82897	2.1328942705973457
JN555585-	115665	1.3584539710124766
JN555585-	33745	0.8845227826800641
JN555585-	115664	1.3584539710124766
JN555585-	99282	0.2687546818966823
JN555585-	115666	1.3584539710124766
JN555585-	115671	0.7673392433097249
JN555585-	82902	2.139235797471172
JN555585-	99291	0.2644159325846559
JN555585-	66525	0.8109661757099832
JN555585-	115677	0.7673392433097249
JN555585-	82908	0.7983661389303496
JN555585-	17374	1.487351704194734
JN555585-	66529	1.8173077025838098
JN555585-	17377	2.237863830198888
JN555585-	115680	0.7673392433097249
JN555585-	99299	0.8493784333058122
JN555585-	66530	0.8046524017777809
JN555585-	99298	0.26009019247795956
JN555585-	115685	1.3340009272879374
JN555585-	33766	3.783508180203236
JN555585-	82919	1.8046524017777807
JN555585-	82918	2.1328942705973457
JN555585-	82921	0.7921071484586673
JN555585-	17385	0.8956633402852644
JN555585-	33772	0.3040061869900999
JN555585-	99309	0.26009019247795956
JN555585-	66540	0.7983661389303496
JN555585-	99308	0.23394074543396218
JN555585-	99311	0.25577738379674886
JN555585-	33775	0.3040061869900999
JN555585-	82926	0.7921071484586673
JN555585-	66549	0.7983661389303496
JN555585-	99317	0.2514774294566505
JN555585-	99319	0.26009019247795956
JN555585-	17399	1.487351704194734
JN555585-	33784	0.9114060768310116
JN555585-	33786	0.32644357610985547
JN555585-	99331	0.8668122741935026
JN555585-	66564	0.7983661389303496
JN555585-	66568	1.389614902498937
JN555585-	66572	1.810966175709983
JN555585-	66575	1.3833286396515057
JN555585-	33808	0.32192809498736236
JN555585-	82961	0.8109661757099832
JN555585-	33809	0.9114060768310116
JN555585-	66576	1.3833286396515057
JN555585-	33810	0.32192809498736236
JN555585-	33813	3.1938232692396773
JN555585-	33814	5.244819169289596
JN555585-	33815	2.1750867066580915
JN555585-	66585	0.7921071484586673
JN555585-	33817	1.3538373429421064
JN555585-	66584	0.7921071484586673
JN555585-	66589	1.3646325459416007
JN555585-	66590	0.7734914702913204
JN555585-	66592	1.3646325459416007
JN555585-	33826	1.3584539710124763
JN555585-	66594	1.3646325459416007
JN555585-	132134	0.9714308479032291
JN555585-	99370	0.7826806419361804
JN555585-	132143	0.9714308479032291
JN555585-	82993	0.8494403235246186
JN555585-	99377	0.8077156412030909
JN555585-	33845	0.3584539710124763
JN555585-	99383	0.8203979598284408
JN555585-	132149	0.9714308479032291
JN555585-	132154	0.9714308479032291
JN555585-	33850	0.3677317846004871
JN555585-	66618	0.7796700452204445
JN555585-	132156	0.9714308479032291
JN555585-	83011	0.9091465696488865
JN555585-	99397	0.8207164503182623
JN555585-	66628	0.7673392433097249
JN555585-	115782	1.4022702033049659
JN555585-	66633	0.7921071484586673
JN555585-	115785	1.389614902498937
JN555585-	115788	1.4022702033049659
JN555585-	115791	3.5827446755713375
JN555585-	115792	1.8236772274595372
JN555585-	99411	0.8526933013197066
JN555585-	115795	0.8109661757099832
JN555585-	99412	0.859221344317204
JN555585-	115799	0.8046524017777809
JN555585-	99414	0.859221344317204
JN555585-	115798	0.8109661757099832
JN555585-	99417	0.859221344317204
JN555585-	17505	0.9785202726895487
JN555585-	33890	0.47393118843241233
JN555585-	99431	0.8723667203741262
JN555585-	83048	0.9434164717336324
JN555585-	33900	0.47393118843241233
JN555585-	115822	0.7796700452204445
JN555585-	99441	1.2108967825986185
JN555585-	83059	0.9434164717336324
JN555585-	66674	0.6551715031025588
JN555585-	66683	0.6382316406808466
JN555585-	66686	1.228818690595881
JN555585-	33921	0.8823049574302454
JN555585-	66688	0.6326289344514705
JN555585-	99459	1.4772746315067828
JN555585-	17541	0.9714308479032291
JN555585-	99463	1.4772746315067828
JN555585-	17544	0.9714308479032291
JN555585-	99465	0.8856329751479998
JN555585-	33929	0.9023892034735779
JN555585-	115852	0.7551129409764654
JN555585-	99475	0.8923121307856267
JN555585-	33939	0.43928504562552106
JN555585-	17565	0.9714308479032291
JN555585-	115868	0.742989381893976
JN555585-	99489	0.899022352375179
JN555585-	132259	0.9364970577938422
JN555585-	66723	0.6270479021881709
JN555585-	33955	0.37706964917982333
JN555585-	66727	0.6270479021881709
JN555585-	33959	0.37706964917982333
JN555585-	66726	0.6270479021881709
JN555585-	33960	0.37706964917982333
JN555585-	83117	0.9503692323753996
JN555585-	115885	1.3099554533212865
JN555585-	132270	0.9364970577938422
JN555585-	66737	0.6270479021881709
JN555585-	83121	0.9503692323753996
JN555585-	83120	1.5423181634126626
JN555585-	66739	1.965784284762087
JN555585-	66741	4.202421000531274
JN555585-	66740	0.6270479021881709
JN555585-	66743	0.6270479021881709
JN555585-	66742	0.6270479021881709
JN555585-	132283	0.9227570011675397
JN555585-	115899	0.8300749986576876
JN555585-	132281	0.9227570011675397
JN555585-	115906	0.8365012678171205
JN555585-	132298	1.4941090703700428
JN555585-	66763	0.6214883768462701
JN555585-	66766	0.6104331883372743
JN555585-	115921	0.8173077025838096
JN555585-	115920	0.8300749986576876
JN555585-	115922	0.8173077025838096
JN555585-	34006	0.34007544169762166
JN555585-	83160	1.528378972454789
JN555585-	115928	0.8173077025838096
JN555585-	66778	1.1413558493455414
JN555585-	17628	0.9714308479032291
JN555585-	66781	1.5510990489548724
JN555585-	115933	0.8173077025838096
JN555585-	66780	0.545824106914198
JN555585-	66783	0.5405683814627028
JN555585-	66785	0.545824106914198
JN555585-	34017	0.925037942418778
JN555585-	66784	0.545824106914198
JN555585-	66787	0.5563933486243852
JN555585-	50403	1.5777669994169523
JN555585-	34020	0.925037942418778
JN555585-	115943	0.7983661389303496
JN555585-	115942	0.7983661389303496
JN555585-	66794	0.5563933486243852
JN555585-	66797	0.5563933486243852
JN555585-	34033	0.3446481714874458
JN555585-	34035	0.3446481714874458
JN555585-	66804	0.5563933486243852
JN555585-	34038	5.9788943670883485
JN555585-	34039	1.6803820658998385
JN555585-	115958	0.7983661389303496
JN555585-	115961	0.7983661389303496
JN555585-	34041	3.415037499378844
JN555585-	66811	0.5563933486243852
JN555585-	66814	1.5670405928238937
JN555585-	132349	1.914235446321686
JN555585-	115969	0.8046524017777809
JN555585-	99587	0.9159357353115254
JN555585-	115971	0.8046524017777809
JN555585-	132359	0.900704795762225
JN555585-	66823	0.5563933486243852
JN555585-	99591	0.9091465696488865
JN555585-	66822	0.5563933486243852
JN555585-	99590	0.9159357353115254
JN555585-	115974	0.8046524017777809
JN555585-	66828	0.5723938273181007
JN555585-	115980	1.3959286764311394
JN555585-	66831	0.5723938273181007
JN555585-	115985	0.7983661389303496
JN555585-	99604	0.8300749986576876
JN555585-	83223	0.7673392433097249
JN555585-	132372	0.9125371588496607
JN555585-	115995	0.8109661757099832
JN555585-	132376	0.9125371588496607
JN555585-	83229	1.3584539710124766
JN555585-	115997	0.8109661757099832
JN555585-	83228	0.7673392433097249
JN555585-	115999	0.8109661757099832
JN555585-	34081	0.34923544098309767
JN555585-	132391	0.9244673689326426
JN555585-	34087	0.9387998436632626
JN555585-	34089	2.1797480840279544
JN555585-	132395	0.9244673689326426
JN555585-	132392	0.9244673689326426
JN555585-	116012	0.8236772274595371
JN555585-	66862	0.7369655942662062
JN555585-	34096	0.34923544098309767
JN555585-	66865	1.3340009272879374
JN555585-	116021	1.4214637685382767
JN555585-	17718	0.9573556626915063
JN555585-	66871	1.3400754416976217
JN555585-	66873	1.7551129409764656
JN555585-	116025	0.8429562899544201
JN555585-	99640	0.7490384265667813
JN555585-	66874	2.767339243309725
JN555585-	99645	1.3400754416976217
JN555585-	99644	0.7490384265667813
JN555585-	34112	0.35383734294210634
JN555585-	66881	0.7490384265667813
JN555585-	66880	0.742989381893976
JN555585-	83269	0.7612131405128836
JN555585-	50503	0.8046524017777809
JN555585-	83270	0.7612131405128836
JN555585-	116038	0.8429562899544201
JN555585-	116041	1.4214637685382767
JN555585-	66888	0.7921071484586673
JN555585-	83283	0.7551129409764654
JN555585-	83285	0.7551129409764654
JN555585-	132438	0.25325728432226374
JN555585-	99668	0.6723126359239529
JN555585-	116052	0.8429562899544201
JN555585-	83287	0.7551129409764654
JN555585-	99673	0.6723126359239529
JN555585-	83288	0.7551129409764654
JN555585-	83291	0.7551129409764654
JN555585-	99677	1.257275136645109
JN555585-	83292	3.7433918634256393
JN555585-	50526	0.8173077025838096
JN555585-	83294	1.34617564123404
JN555585-	83296	1.767339243309725
JN555585-	83298	1.34617564123404
JN555585-	99688	0.6608626151804148
JN555585-	99691	0.6665762663748082
JN555585-	50540	0.8173077025838096
JN555585-	132460	0.28103566434046123
JN555585-	17776	0.9573556626915063
JN555585-	116081	0.4006822064017738
JN555585-	17777	1.5493385910904351
JN555585-	99700	0.6270479021881709
JN555585-	99703	2.982790710067777
JN555585-	34167	1.5008982360326815
JN555585-	99702	0.6159501933048402
JN555585-	83321	1.34617564123404
JN555585-	99704	0.6159501933048402
JN555585-	34170	0.9091465696488865
JN555585-	50556	4.003398576561865
JN555585-	99709	1.2009126940259967
JN555585-	50557	0.8173077025838096
JN555585-	50558	1.8300749986576879
JN555585-	99710	1.1953956890584305
JN555585-	50560	2.4279187906755766
JN555585-	99713	0.6049372005824225
JN555585-	132482	0.2740407655908124
JN555585-	17793	1.5493385910904351
JN555585-	83337	0.7796700452204445
JN555585-	99721	1.1844245712374273
JN555585-	83338	0.7796700452204445
JN555585-	99722	1.6049372005824225
JN555585-	99724	0.5940076404241633
JN555585-	99726	0.5940076404241633
JN555585-	99728	0.5940076404241633
JN555585-	132504	0.28806464312107855
JN555585-	83354	0.7796700452204445
JN555585-	66973	0.8956633402852644
JN555585-	66974	1.5077195018886957
JN555585-	99747	1.1627295001381084
JN555585-	99746	0.5723938273181007
JN555585-	99749	1.1573563280392567
JN555585-	99748	2.5994620705162714
JN555585-	116132	0.3309732345903693
JN555585-	116135	0.3309732345903693
JN555585-	99756	0.5670405928238937
JN555585-	116140	0.925037942418778
JN555585-	83378	0.7921071484586673
JN555585-	99774	0.5043048374759312
JN555585-	116161	0.3040061869900999
JN555585-	116160	0.8934283359019559
JN555585-	99783	0.49410907037004276
JN555585-	116167	1.8800905363648033
JN555585-	116169	0.24725140869286616
JN555585-	99787	0.4789492631990368
JN555585-	116171	0.24725140869286616
JN555585-	116170	1.5820799922880349
JN555585-	17868	0.9643760903692788
JN555585-	116173	0.23871472673838082
JN555585-	116172	1.2515387670959643
JN555585-	116175	1.5649048484799029
JN555585-	116174	4.888968687711256
JN555585-	116177	2.72390944144076
JN555585-	116176	1.234465253737023
JN555585-	116179	0.8067539244230685
JN555585-	116178	1.5563933486243855
JN555585-	116180	1.2260036749888268
JN555585-	99799	0.990413951270802
JN555585-	116183	0.22179142370191218
JN555585-	99798	1.7369655942662063
JN555585-	99801	0.990413951270802
JN555585-	99800	0.990413951270802
JN555585-	116184	0.8109661757099832
JN555585-	116187	0.22179142370191218
JN555585-	116186	0.22179142370191218
JN555585-	99805	0.4198545156766197
JN555585-	116189	0.8109661757099832
JN555585-	132574	0.9399526164300611
JN555585-	99806	0.4198545156766197
JN555585-	116190	0.22179142370191218
JN555585-	132578	0.9399526164300611
JN555585-	99810	0.4006822064017738
JN555585-	132577	0.9399526164300611
JN555585-	116201	0.20922796223800016
JN555585-	99819	0.9714308479032291
JN555585-	116205	1.802553935893783
JN555585-	34285	0.8624964763500651
JN555585-	116206	0.20091269402599635
JN555585-	50672	0.98564470712293
JN555585-	34290	0.8624964763500651
JN555585-	116210	0.20091269402599635
JN555585-	132593	0.9210486587051782
JN555585-	34292	0.8624964763500651
JN555585-	34296	0.8624964763500651
JN555585-	116217	0.1600404126104682
JN555585-	34298	0.8624964763500651
JN555585-	34299	0.8624964763500651
JN555585-	50683	0.98564470712293
JN555585-	99834	0.7249929526001303
JN555585-	99837	0.13606154967602826
JN555585-	116221	0.14800116298755384
JN555585-	99839	0.0969617299870878
JN555585-	99838	0.7249929526001303
JN555585-	116224	0.14800116298755384
JN555585-	34306	0.8624964763500651
JN555585-	116226	0.13210353610734507
JN555585-	34308	0.8624964763500651
JN555585-	116229	1.100824369619487
JN555585-	34312	1.4540316309947077
JN555585-	34313	2.473931188432412
JN555585-	99848	0.003611253652378833
JN555585-	34315	1.4540316309947077
JN555585-	34318	0.8624964763500651
JN555585-	67091	0.9023892034735779
JN555585-	116243	0.08926733819708729
JN555585-	116242	0.08926733819708729
JN555585-	132630	0.9227570011675397
JN555585-	67092	0.9023892034735779
JN555585-	116244	0.6780719052126378
JN555585-	116247	0.6703979773272165
JN555585-	116246	0.08543547660606055
JN555585-	50712	0.98564470712293
JN555585-	99865	0.8723667203741262
JN555585-	99864	0.8756718650977982
JN555585-	99867	0.4214637685382767
JN555585-	67102	1.4806258410064208
JN555585-	116254	0.06265560794976745
