Reference (Strand)	Position	Read-count	Fold-change
JN555585-	72134	4.0	1.8956633402852643
JN555585-	100808	9.0	2.96230281046364
JN555585-	53706	12.0	3.014499569795115
JN555585-	53720	19.0	3.711874613303376
JN555585-	113112	13.0	2.9911490825177345
JN555585-	53729	7.0	2.208037128459378
JN555585-	106981	14.0	3.2368919911315635
JN555585-	37352	16.0	3.116379183814329
JN555585-	37354	12.0	2.6857868703406433
JN555585-	106987	6.0	1.971430847903229
JN555585-	14826	15.0	3.7498468855629388
JN555585-	55787	5.0	2.222071857085419
JN555585-	90617	16.0	3.701341684535485
JN555585-	90619	17.0	3.794681092122494
JN555585-	133629	4.0	1.8429562899544198
JN555585-	47619	4.0	1.855953630483293
JN555585-	53766	6.0	1.9761532581456323
JN555585-	133644	4.0	1.8300749986576879
JN555585-	137740	10.0	3.197599959985161
JN555585-	96785	6.0	2.487351704194734
JN555585-	37395	14.0	2.904316652044692
JN555585-	74258	6.0	2.200912694025997
JN555585-	14873	5.0	2.1015981401078068
JN555585-	35354	8.0	2.299218855836698
JN555585-	25115	172.0	6.822193431133237
JN555585-	35357	8.0	2.2903700262420275
JN555585-	25117	31.0	3.797152600341295
JN555585-	35358	15.0	3.2194853006375808
JN555585-	35359	9.0	2.4558908830105315
JN555585-	82465	7.0	2.479667557981557
JN555585-	25120	12.0	2.367731784600487
JN555585-	82469	7.0	2.479667557981557
JN555585-	37416	16.0	3.0969617299870875
JN555585-	113193	20.0	3.8730271438422346
JN555585-	82472	5.0	1.982790710067777
JN555585-	37417	7.0	1.870010530007372
JN555585-	113194	5.0	1.7958592833197748
JN555585-	111148	5.0	2.107803289634515
JN555585-	113196	21.0	3.948710771403146
JN555585-	62000	7.0	2.574694165367329
JN555585-	84531	5.0	2.300448367576911
JN555585-	35381	7.0	1.9914642532473068
JN555585-	127545	4.0	1.9468886636404374
JN555585-	29246	6.0	2.480625841006421
JN555585-	29249	10.0	3.2515387670959646
JN555585-	74311	6.0	2.2064508775674265
JN555585-	74313	7.0	2.434402824245775
JN555585-	33357	6.0	2.4214637685382767
JN555585-	92753	806.0	8.68746742109534
JN555585-	111184	4.0	1.8046524017777807
JN555585-	90706	5.0	1.9105018492608974
JN555585-	92754	112.0	4.367731784600487
JN555585-	80469	132.0	2.0908960562615686
JN555585-	80471	4580.0	9.03267349893738
JN555585-	80473	855.0	4.9652570802830285
JN555585-	80472	458.0	3.9636694366237086
JN555585-	103004	7.0	2.615160756874259
JN555585-	98912	4.0	1.8756718650977984
JN555585-	103010	8.0	2.8141334547886663
JN555585-	78437	6.0	2.1360615496760285
JN555585-	109163	19.0	3.0716047409031226
JN555585-	53867	6.0	2.2458251159015705
JN555585-	109167	103.0	5.7950813404371395
JN555585-	109166	15.0	2.7083964420694353
JN555585-	109169	22.0	3.2831088460968343
JN555585-	109168	58.0	4.8013974668612045
JN555585-	107123	30.0	2.167042493009191
JN555585-	107122	49.0	2.8955264037334185
JN555585-	109170	12.0	2.3770696491798233
JN555585-	107124	322.0	5.946867071419458
JN555585-	107126	563.0	7.13159112443764
JN555585-	107128	67.0	3.3667596648846163
JN555585-	41595	33.0	1.9543875895546357
JN555585-	131709	4.0	1.9503692323753996
JN555585-	100993	32.0	3.698412353496814
JN555585-	100992	134.0	6.098920583025145
JN555585-	39553	8.0	2.1560161560516735
JN555585-	100995	36.0	3.8800905363648037
JN555585-	100994	64.0	4.795233249445387
JN555585-	100997	30.0	3.5994620705162714
JN555585-	53893	5.0	1.9434164717336324
JN555585-	90756	5.0	2.1456053223468996
JN555585-	62091	6.0	2.228818690595881
JN555585-	41613	972.0	7.989352755900491
JN555585-	35471	15.0	2.805912947983698
JN555585-	41615	407.0	5.93553064375242
JN555585-	14991	9.0	3.113341473175945
JN555585-	25232	5.0	2.1328942705973457
JN555585-	14992	4.0	1.9091465696488863
JN555585-	90773	4.0	1.8365012678171204
JN555585-	39580	10.0	2.539519530059989
JN555585-	39583	8.0	2.2134036382091935
JN555585-	78498	32.0	4.556393348624385
JN555585-	55972	34.0	4.1999375706087525
JN555585-	23205	6.0	2.542318163412663
JN555585-	39592	9.0	2.4171764101351787
JN555585-	62135	5.0	2.040971781156306
JN555585-	78520	6.0	1.9526942853216434
JN555585-	53948	5.0	1.9159357353115256
JN555585-	33469	32.0	4.823677227459537
JN555585-	105148	434.0	5.313972035995597
JN555585-	33470	7.0	2.479667557981557
JN555585-	105151	95.0	2.914503779818394
JN555585-	105150	1386.0	7.817298531639278
JN555585-	58047	4.0	1.9091465696488863
JN555585-	144066	10.0	3.120294233817712
JN555585-	125632	4.0	1.992382349046391
JN555585-	10945	8.0	2.7734914702913205
JN555585-	10947	7.0	2.574694165367329
JN555585-	10948	10.0	3.107803289634515
JN555585-	39621	6.0	1.8494403235246186
JN555585-	10949	9.0	2.9495950466627567
JN555585-	10950	6.0	2.3461756412340398
JN555585-	39625	6.0	1.8581312837886634
JN555585-	144079	6.0	2.3770696491798233
JN555585-	35541	24.0	3.514573172929758
JN555585-	35546	9.0	2.0422917218164387
JN555585-	111324	6.0	1.9296106722086022
JN555585-	35550	10.0	2.207561070035362
JN555585-	107235	6.0	2.3833286396515057
JN555585-	111331	8.0	2.3584539710124766
JN555585-	111330	7.0	2.161192264999711
JN555585-	111332	24.0	4.019365324966931
JN555585-	111334	26.0	4.144623563179453
JN555585-	142058	15.0	3.6378574492532816
JN555585-	53998	7.0	2.142872081792922
JN555585-	142060	12.0	3.2980813530329947
JN555585-	74483	5.0	1.9714308479032294
JN555585-	35571	11.0	2.3351034837350952
JN555585-	135921	9.0	3.0389941317158637
JN555585-	109298	19.0	1.8583607017808599
JN555585-	13043	14.0	3.764710584749111
JN555585-	35573	11.0	2.382188619804837
JN555585-	109303	77.0	3.957901483383138
JN555585-	109302	662.0	8.349207679496766
JN555585-	142074	6.0	2.2515387670959646
JN555585-	109305	40.0	2.960159735568209
JN555585-	99069	6.0	2.263034405933794
JN555585-	31487	5.0	2.005782352694006
JN555585-	103170	9.0	2.3020285375496576
JN555585-	56078	2459.0	6.533216063779291
JN555585-	115473	4.0	1.9785202726895488
JN555585-	56080	4652.0	8.22897376073532
JN555585-	56081	218.0	2.5328401967042584
JN555585-	23313	4.0	1.8624964763500653
JN555585-	99090	8.0	2.6896598794878495
JN555585-	138007	4.0	1.9227570011675397
JN555585-	23320	8.0	2.888968687711256
JN555585-	47906	137.0	5.990344213746154
JN555585-	21285	4.0	1.8690691302735516
JN555585-	47909	191.0	6.66286430464181
JN555585-	66342	9.0	3.0858607367538378
JN555585-	105257	5918.0	9.874397610740427
JN555585-	105256	125.0	1.8252101070521856
JN555585-	99115	5.0	1.9942407308113155
JN555585-	105258	548.0	4.0468775331820135
JN555585-	54061	9.0	2.50544216117763
JN555585-	103217	15.0	2.248673669460674
JN555585-	90929	4.0	1.936497057793842
JN555585-	88885	8.0	2.9159357353115256
JN555585-	54073	6.0	1.9204796604564736
JN555585-	103229	69.0	4.576825153593378
JN555585-	23356	4.0	1.8624964763500653
JN555585-	60220	12.0	3.4340418344456345
JN555585-	23358	4.0	1.8624964763500653
JN555585-	103230	23.0	2.8814325354671873
JN555585-	45892	4.0	1.936497057793842
JN555585-	119626	4.0	1.9296106722086022
JN555585-	54091	8.0	2.2644778228034625
JN555585-	54094	9.0	2.430076898842985
JN555585-	123731	17.0	3.9565319715238907
JN555585-	33626	11.0	3.1607733031727823
JN555585-	54106	6.0	1.823677227459537
JN555585-	33628	13.0	3.413558570452931
JN555585-	64349	4.0	1.8889686877112561
JN555585-	39775	15.0	3.7178567713185022
JN555585-	35681	14.0	2.393219389173153
JN555585-	35684	13.0	2.2782067175580445
JN555585-	62312	5.0	1.9378782881922028
JN555585-	62313	32.0	4.7734914702913205
JN555585-	62314	11.0	3.1089343716531643
JN555585-	43884	4.0	1.8365012678171204
JN555585-	19312	4.0	1.964376090369279
JN555585-	37744	6.0	2.1627295001381084
JN555585-	37745	10.0	2.888968687711256
JN555585-	70514	4.0	1.98564470712293
JN555585-	37747	12.0	3.1627295001381084
JN555585-	62323	7.0	2.434402824245775
JN555585-	144244	27.0	1.8869910382708137
JN555585-	129911	4.0	1.8300749986576879
JN555585-	35703	11.0	2.0291463457595165
JN555585-	74614	9.0	2.931138141955196
JN555585-	31607	357.0	7.3620852214593455
JN555585-	31608	111.0	5.028881120087129
JN555585-	37753	5.0	1.8677522018015604
JN555585-	31610	56.0	3.9296106722086024
JN555585-	134015	5.0	2.005782352694006
JN555585-	47997	12.0	2.102114217752691
JN555585-	134013	22.0	4.239101663857742
JN555585-	117645	6.0	2.473931188432412
JN555585-	103309	216.5	6.780934564462119
JN555585-	74636	5.0	2.0649174767813383
JN555585-	103311	37.0	3.6877684303099243
JN555585-	62350	6.0	2.2064508775674265
JN555585-	103310	16.419048309326172	2.4648131062371434
JN555585-	117649	5.0	2.204233052317608
JN555585-	144279	27.0	1.8460745945239214
JN555585-	25497	16.0	2.5777669994169523
JN555585-	25498	196.0	6.782832603023536
JN555585-	25499	34.0	3.7145107434385105
JN555585-	35740	14.0	2.27628542943165
JN555585-	138142	6.0	2.5008982360326817
JN555585-	25500	51.0	4.347614738651012
JN555585-	35741	42.0	3.9276491558753164
JN555585-	25501	16.0	2.5804611085862157
JN555585-	35742	41.0	3.88766602844362
JN555585-	35743	14.0	2.2737915739430923
JN555585-	35745	12.0	2.046424337191352
JN555585-	82856	4.0	1.810966175709983
JN555585-	136115	9.0	2.968291140372662
JN555585-	99251	12.0	2.897837808047223
JN555585-	64434	4.0	1.8365012678171204
JN555585-	99253	12.0	2.897837808047223
JN555585-	144310	461.0	6.406342905276754
JN555585-	99252	12.0	2.897837808047223
JN555585-	99255	15.0	3.233269565375233
JN555585-	23478	6.0	2.5493385910904354
JN555585-	99254	21.0	3.7460889209457355
JN555585-	144309	38.0	2.331450869105869
JN555585-	99257	6.0	1.871203852331078
JN555585-	111545	8.0	2.643856189874725
JN555585-	97209	4.0	1.8956633402852643
JN555585-	99256	8.0	2.2950648165228786
JN555585-	97211	6.0	2.494109070370043
JN555585-	99263	8.0	2.3039425776364477
JN555585-	123840	5.0	2.244685096054902
JN555585-	136132	9.0	2.9745774032200933
JN555585-	115663	15.0	3.756330919133137
JN555585-	17358	7.0	2.736965594266206
JN555585-	82897	5.0	2.1328942705973457
JN555585-	130002	4.0	1.8300749986576879
JN555585-	37845	7.0	2.485426827270242
JN555585-	56277	4.0	1.9159357353115256
JN555585-	82902	5.0	2.139235797471172
JN555585-	66529	4.0	1.8173077025838098
JN555585-	17377	5.0	2.237863830198888
JN555585-	35811	9.0	1.974577403220093
JN555585-	82919	4.0	1.8046524017777807
JN555585-	33766	21.0	3.783508180203236
JN555585-	82918	5.0	2.1328942705973457
JN555585-	142318	4.0	1.8494403235246186
JN555585-	78828	22.0	3.9434164717336326
JN555585-	54254	12.0	2.6363616533278007
JN555585-	11247	4.0	1.971430847903229
JN555585-	54256	22.0	3.548698956834385
JN555585-	35826	9.0	1.9808911771522957
JN555585-	142320	4.0	1.8494403235246186
JN555585-	134134	7.0	2.5443205163238107
JN555585-	44021	7.0	2.580846392348924
JN555585-	78847	7.0	2.217591435172627
JN555585-	21504	4.0	1.8690691302735516
JN555585-	54275	18.0	3.2439255829860896
JN555585-	111618	6.0	2.3400754416976217
JN555585-	21510	4.0	1.8690691302735516
JN555585-	125959	7.0	1.9754776809659311
JN555585-	35847	6.0	1.8668749168606396
JN555585-	54281	9.0	2.217591435172627
JN555585-	125963	28.0	4.063193826587193
JN555585-	74762	6.0	2.2012812458851783
JN555585-	125962	15.0	3.107803289634515
JN555585-	64523	4.0	1.8365012678171204
JN555585-	125965	14.0	3.0041278857226765
JN555585-	66572	4.0	1.810966175709983
JN555585-	58381	7.0	2.473931188432412
JN555585-	125964	72.0	5.628905848408753
JN555585-	125966	8.0	2.1721809754826804
JN555585-	74769	5.0	1.9327284282183275
JN555585-	74768	6.0	2.2012812458851783
JN555585-	58385	30.0	4.7115429973862994
JN555585-	74771	14.0	3.462905135293569
JN555585-	58386	5.0	1.9770995979899213
JN555585-	74773	19.0	3.932168087023036
JN555585-	27668	5.0	2.0174170531774096
JN555585-	33813	14.0	3.1938232692396773
JN555585-	101396	4.0	1.8494403235246186
JN555585-	33814	51.0	5.244819169289596
JN555585-	33815	7.0	2.1750867066580915
JN555585-	68632	4.0	1.936497057793842
JN555585-	27676	6.0	2.2921807515933104
JN555585-	105500	5.0	1.8059129479836977
JN555585-	27677	12.0	3.327951882615132
JN555585-	105503	12.0	3.0943923703749547
JN555585-	78883	7.0	2.217591435172627
JN555585-	105509	6.0	2.043943347687597
JN555585-	15397	4.0	1.9434164717336324
JN555585-	105510	21.0	3.9276491558753164
JN555585-	105512	7.0	2.271302021917394
JN555585-	103467	37.0	4.643856189874724
JN555585-	74803	9.0	2.8085309309422057
JN555585-	138289	8.0	1.9785202726895488
JN555585-	74802	6.5	2.3250758621483927
JN555585-	142391	4.0	1.855953630483293
JN555585-	107579	6.0	2.402270203304966
JN555585-	107582	17.0	3.9764315289615957
JN555585-	103497	13.0	2.977973693770001
JN555585-	103498	11.0	2.7152705231668874
JN555585-	40011	5.0	2.171368418411981
JN555585-	138319	63.0	4.999084293918265
JN555585-	115791	13.0	3.5827446755713375
JN555585-	138322	25.0	3.532824877485981
JN555585-	115792	4.0	1.8236772274595372
JN555585-	138320	31.0	3.863342880035762
JN555585-	103511	9.0	2.421463768538277
JN555585-	46179	12.0	3.15200309354505
JN555585-	46181	7.0	2.347923303520307
JN555585-	60521	5.0	2.11403524334603
JN555585-	81007	5.0	1.9714308479032294
JN555585-	46199	6.0	2.1255308821838588
JN555585-	46200	27.0	4.410059005266028
JN555585-	138370	20.0	3.2310746645362487
JN555585-	72837	6.0	2.4214637685382767
JN555585-	72836	4.0	1.8236772274595372
JN555585-	72841	5.0	2.15200309354505
JN555585-	23694	4.0	1.9159357353115256
JN555585-	138392	43.0	4.45909614726947
JN555585-	64666	4.0	1.8173077025838098
JN555585-	144546	14.0	2.170440341801726
JN555585-	144547	17.0	2.4575234319107992
JN555585-	40099	4.0	1.855953630483293
JN555585-	117925	37.0	4.182653306385235
JN555585-	109735	17.0	3.7829517995403865
JN555585-	117926	19.0	3.1587683816323477
JN555585-	64679	7.0	2.6503112120120242
JN555585-	134315	35.0	4.750771393791237
JN555585-	31913	5.0	2.272297327262762
JN555585-	134313	8.0	2.478949263199037
JN555585-	134318	7.0	2.2812861104900164
JN555585-	109740	6.0	2.217591435172627
JN555585-	134316	7.0	2.2812861104900164
JN555585-	66739	5.0	1.965784284762087
JN555585-	136368	4.0	1.8494403235246186
JN555585-	66741	22.0	4.202421000531274
JN555585-	134338	12.0	3.0841604477639986
JN555585-	60612	7.0	2.15200309354505
JN555585-	54470	5.0	1.8059129479836977
JN555585-	109768	5.0	1.9601597355682092
JN555585-	144594	19.0	2.5857220138899693
JN555585-	36051	12.0	2.418247055854734
JN555585-	144593	190.0	6.361962756789615
JN555585-	117975	13.0	2.581083541201417
JN555585-	111830	4.0	1.9023892034735777
JN555585-	117977	128.5	6.332068125303734
JN555585-	36056	19.0	3.1071488577607895
JN555585-	117979	16.0	2.8906394406957694
JN555585-	91358	18.0	3.4340933991822764
JN555585-	91363	6.0	1.7980674753638073
JN555585-	36068	21.0	3.241757746303379
JN555585-	36070	27.0	3.6206665625028354
JN555585-	36071	33.0	3.926699076788699
JN555585-	36072	10.0	2.129733929704017
JN555585-	36073	8.0	1.8015058464609168
JN555585-	91371	12.0	2.823373278368972
JN555585-	91370	26.0	3.9996829592563916
JN555585-	60651	19.0	3.6486097198453598
JN555585-	60652	7.0	2.15200309354505
JN555585-	91372	17.0	3.3473062399108153
JN555585-	144620	12.0	1.893428335901956
JN555585-	144621	15.0	2.222071858155296
JN555585-	60656	44.0	4.984346735788515
JN555585-	60657	6.0	1.9250379424187778
JN555585-	34038	76.0	5.9788943670883485
JN555585-	34041	16.0	3.415037499378844
JN555585-	29946	4.0	1.8494403235246186
JN555585-	27900	4.0	1.8690691302735516
JN555585-	13566	31.0	4.84985965067214
JN555585-	132349	4.0	1.914235446321686
JN555585-	103678	8.0	1.936497057793842
JN555585-	15616	4.0	1.9091465696488863
JN555585-	15617	7.0	2.736965594266206
JN555585-	105730	16.0	2.5379476813035673
JN555585-	36100	10.0	2.139235797471172
JN555585-	15620	4.0	1.9091465696488863
JN555585-	103686	15.0	2.509087633846029
JN555585-	46345	4.0	1.8236772274595372
JN555585-	103695	17.0	2.5243047109475314
JN555585-	46352	4.0	1.8300749986576879
JN555585-	46353	4.0	1.8300749986576879
JN555585-	46355	4.0	1.8300749986576879
JN555585-	21780	10.0	3.1456053223468996
JN555585-	9492	5.0	2.126580496665143
JN555585-	19733	4.0	1.936497057793842
JN555585-	105753	26.0	3.270154445263312
JN555585-	9496	7.0	2.624662624641414
JN555585-	21787	5.0	2.11403524334603
JN555585-	105757	172.0	6.451735442318217
JN555585-	105756	11.0	1.9895456424628337
JN555585-	70944	5.0	2.1328942705973457
JN555585-	25892	5.0	1.965784284762087
JN555585-	54566	10.0	2.6060347244397573
JN555585-	34089	7.0	2.1797480840279544
JN555585-	25906	6.0	2.223194141402003
JN555585-	9528	5.0	2.126580496665143
JN555585-	66874	8.0	2.767339243309725
JN555585-	9533	4.0	1.7983661389303496
JN555585-	54590	7.0	2.1225361846043813
JN555585-	11582	8.0	2.7858751947471525
JN555585-	11583	6.0	2.3584539710124766
JN555585-	25921	12.0	3.257275136645109
JN555585-	44353	9.0	3.0723142049158905
JN555585-	21826	5.0	2.107803289634515
JN555585-	25922	5.0	1.9545570293388328
JN555585-	77125	8.0	2.736965594266206
JN555585-	25925	6.0	2.223194141402003
JN555585-	25927	5.0	1.9545570293388328
JN555585-	38221	8.0	2.678071905212638
JN555585-	25936	9.0	2.8250965045448715
JN555585-	73040	4.0	1.8872998673506378
JN555585-	11606	11.0	3.276739321221107
JN555585-	93531	10.0	3.1909972251609138
JN555585-	124253	41.0	2.252376812452605
JN555585-	83292	15.0	3.7433918634256393
JN555585-	93532	7.0	2.656795245582223
JN555585-	124255	824.0	7.456912604542567
JN555585-	124257	243.0	5.00071261806504
JN555585-	124256	399.0	5.872590138085
JN555585-	140647	6.0	2.3169274129768427
JN555585-	140644	24.5	4.4619855824951244
