Ref	Pos	Value	x	y
JN555585-	104885	2.31792616442987	4373	0.604937200582423
JN555585-	104887	1.95136522484912	4375	0.604937200582423
JN555585-	88502	2.28630418525664	4377	0.604937200582423
JN555585-	104893	1.95136522484912	4390	0.604937200582423
JN555585-	121277	2.44278248986175	4391	0.604937200582423
JN555585-	72134	1.89566334028526	4414	0.610433188337274
JN555585-	55787	2.22207185708542	4451	0.610433188337274
JN555585-	137740	3.19759995998516	4475	0.610433188337274
JN555585-	39553	2.15601615605167	4574	0.61595019330484
JN555585-	39580	2.53951953005999	4605	0.62148837684627
JN555585-	39583	2.21340363820919	4607	0.62148837684627
JN555585-	55972	4.19993757060875	4617	0.62148837684627
JN555585-	23205	2.54231816341266	4618	0.62148837684627
JN555585-	39592	2.41717641013518	4624	0.62148837684627
JN555585-	105148	5.3139720359956	4632	0.62148837684627
JN555585-	105151	2.91450377981839	4633	0.62148837684627
JN555585-	105150	7.81729853163928	4635	0.62148837684627
JN555585-	39621	1.84944032352462	4639	0.62148837684627
JN555585-	39625	1.85813128378866	4644	0.62148837684627
JN555585-	56078	6.53321606377929	4663	0.624265461516844
JN555585-	56080	8.22897376073532	4665	0.625192345609689
JN555585-	23313	1.86249647635007	4666	0.625192345609689
JN555585-	56081	2.53284019670426	4668	0.625192345609689
JN555585-	138007	1.92275700116754	4670	0.625192345609689
JN555585-	23320	2.88896868771126	4671	0.625656011061499
JN555585-	105257	9.87439761074043	4677	0.627047902188171
JN555585-	105256	1.82521010705219	4678	0.627047902188171
JN555585-	105258	4.04687753318201	4679	0.627047902188171
JN555585-	88885	2.91593573531153	4681	0.627047902188171
JN555585-	23356	1.86249647635007	4686	0.627047902188171
JN555585-	23358	1.86249647635007	4689	0.627047902188171
JN555585-	39775	3.7178567713185	4701	0.627047902188171
JN555585-	138142	2.50089823603268	4721	0.627047902188171
JN555585-	23478	2.54933859109044	4735	0.628905848408753
JN555585-	56277	1.91593573531153	4743	0.62983571955979
JN555585-	105500	1.8059129479837	4791	0.632628934451471
JN555585-	105503	3.09439237037495	4794	0.632628934451471
JN555585-	105509	2.0439433476876	4801	0.632628934451471
JN555585-	105510	3.92764915587532	4806	0.632628934451471
JN555585-	105512	2.27130202191739	4809	0.632628934451471
JN555585-	138289	1.97852027268955	4822	0.632628934451471
JN555585-	40011	2.17136841841198	4834	0.6363616533278
JN555585-	138319	4.99908429391826	4836	0.6363616533278
JN555585-	138322	3.53282487748598	4838	0.6363616533278
JN555585-	138320	3.86334288003576	4839	0.637109357166671
JN555585-	138370	3.23107466453625	4862	0.638231640680847
JN555585-	72837	2.42146376853828	4865	0.638231640680847
JN555585-	72836	1.82367722745954	4867	0.638231640680847
JN555585-	72841	2.15200309354505	4872	0.638231640680847
JN555585-	23694	1.91593573531153	4876	0.638231640680847
JN555585-	138392	4.45909614726947	4884	0.638231640680847
JN555585-	40099	1.85595363048329	4888	0.638231640680847
JN555585-	105730	2.53794768130357	4926	0.643856189874725
JN555585-	105753	3.27015444526331	4943	0.643856189874725
JN555585-	105757	6.45173544231822	4948	0.643856189874725
JN555585-	105756	1.98954564246283	4949	0.643856189874725
JN555585-	73040	1.88729986735064	4973	0.643856189874725
JN555585-	40311	1.97547768096593	4995	0.643856189874725
JN555585-	40318	1.95136522484912	4999	0.646273439880421
JN555585-	40321	4.13711885645907	5002	0.647618108670924
JN555585-	40322	2.61143471218235	5003	0.647618108670924
JN555585-	40323	3.07501335451685	5004	0.647618108670924
JN555585-	105889	1.98850436126217	5017	0.648371670727652
JN555585-	105906	2.01741705317741	5032	0.649502753015867
